nucHom;degHom;tsm
1.0;1.0;1.0
0.999;0.944;0.972
0.55;0.5;0.525
0.203;0.278;0.241
0.891;0.889;0.89
0.902;0.889;0.895
0.166;0.111;0.139
0.201;0.222;0.212
0.714;0.789;0.752
0.549;0.526;0.538
1.0;1.0;1.0
0.999;0.944;0.972
1.0;1.0;1.0
0.534;0.478;0.506
0.201;0.273;0.237
0.892;0.95;0.921
0.895;0.905;0.9
0.166;0.1;0.133
0.201;0.25;0.226
0.713;0.722;0.718
0.535;0.5;0.518
0.999;0.944;0.972
0.55;0.5;0.525
0.534;0.478;0.506
1.0;1.0;1.0
0.138;0.158;0.148
0.429;0.435;0.432
0.436;0.417;0.426
0.285;0.143;0.214
0.123;0.118;0.12
0.257;0.3;0.278
0.999;0.923;0.961
0.534;0.5;0.517
0.203;0.278;0.241
0.201;0.273;0.237
0.138;0.158;0.148
1.0;1.0;1.0
0.225;0.286;0.256
0.22;0.273;0.246
0.0;0.0;0.0
0.549;0.3;0.424
0.285;0.429;0.357
0.141;0.267;0.204
0.203;0.333;0.268
0.891;0.889;0.89
0.892;0.95;0.921
0.429;0.435;0.432
0.225;0.286;0.256
1.0;1.0;1.0
0.788;0.857;0.823
0.186;0.105;0.145
0.226;0.263;0.244
0.799;0.765;0.782
0.43;0.45;0.44
0.891;0.889;0.89
0.902;0.889;0.895
0.895;0.905;0.9
0.436;0.417;0.426
0.22;0.273;0.246
0.788;0.857;0.823
1.0;1.0;1.0
0.068;0.048;0.058
0.221;0.25;0.235
0.79;0.765;0.778
0.441;0.45;0.446
0.902;0.889;0.895
0.166;0.111;0.139
0.166;0.1;0.133
0.285;0.143;0.214
0.0;0.0;0.0
0.186;0.105;0.145
0.068;0.048;0.058
1.0;1.0;1.0
0.0;0.0;0.0
0.0;0.0;0.0
0.286;0.154;0.22
0.166;0.111;0.139
0.201;0.222;0.212
0.201;0.25;0.226
0.123;0.118;0.12
0.549;0.3;0.424
0.226;0.263;0.244
0.221;0.25;0.235
0.0;0.0;0.0
1.0;1.0;1.0
0.282;0.357;0.32
0.123;0.125;0.124
0.202;0.278;0.24
0.714;0.789;0.752
0.713;0.722;0.718
0.257;0.3;0.278
0.285;0.429;0.357
0.799;0.765;0.782
0.79;0.765;0.778
0.0;0.0;0.0
0.282;0.357;0.32
1.0;1.0;1.0
0.256;0.292;0.274
0.716;0.818;0.767
0.549;0.526;0.538
0.535;0.5;0.518
0.999;0.923;0.961
0.141;0.267;0.204
0.43;0.45;0.44
0.441;0.45;0.446
0.286;0.154;0.22
0.123;0.125;0.124
0.256;0.292;0.274
1.0;1.0;1.0
0.532;0.458;0.495
1.0;1.0;1.0
0.999;0.944;0.972
0.534;0.5;0.517
0.203;0.333;0.268
0.891;0.889;0.89
0.902;0.889;0.895
0.166;0.111;0.139
0.202;0.278;0.24
0.716;0.818;0.767
0.532;0.458;0.495
1.0;1.0;1.0
