id_transcript;recent-paralogs;ortho-orthologs;para-orthologs;#cluster
transcript32_ENSECAG00000007947;null;transcript28_ENSMPUG00000020072|0.842;null;0
transcript28_ENSMPUG00000020072;null;transcript32_ENSECAG00000007947|0.842;null;0
transcript27_ENSMLUG00000027828;null;null;null;1
transcript16_ENSMLUG00000027828;null;null;null;2
transcript31_ENSECAG00000007947;transcript12_ENSECAG00000007947|1.0&transcript23_ENSECAG00000007947|1.0;null;null;3
transcript15_ENSMLUG00000027828;transcript12_ENSMLUG00000027828|0.977;null;null;3
transcript12_ENSECAG00000007947;transcript31_ENSECAG00000007947|1.0&transcript23_ENSECAG00000007947|1.0;transcript12_ENSMLUG00000027828|0.879;null;3
transcript23_ENSECAG00000007947;transcript31_ENSECAG00000007947|1.0&transcript12_ENSECAG00000007947|1.0;null;null;3
transcript12_ENSMLUG00000027828;transcript15_ENSMLUG00000027828|0.977;transcript12_ENSECAG00000007947|0.879;null;3
transcript25_ENSMPUG00000020072;null;transcript25_ENSMLUG00000027828|0.86;null;4
transcript26_ENSMLUG00000027828;transcript25_ENSMLUG00000027828|0.97;null;null;4
transcript25_ENSMLUG00000027828;transcript26_ENSMLUG00000027828|0.97;transcript25_ENSMPUG00000020072|0.86;null;4
transcript7_ENSCCNG00000000226;null;transcript7_ENSMPUG00000020072|0.914&transcript7_ENSSTOG00000019743|0.914&transcript7_ENSMLUG00000027828|0.857;null;5
transcript7_ENSMPUG00000020072;null;transcript7_ENSCCNG00000000226|0.914&transcript7_ENSSTOG00000019743|0.829&transcript7_ENSMLUG00000027828|0.771;null;5
transcript7_ENSSTOG00000019743;null;transcript7_ENSCCNG00000000226|0.914&transcript7_ENSMPUG00000020072|0.829&transcript7_ENSMLUG00000027828|0.771;null;5
transcript7_ENSMLUG00000027828;null;transcript7_ENSCCNG00000000226|0.857&transcript7_ENSMPUG00000020072|0.771&transcript7_ENSSTOG00000019743|0.771;null;5
transcript33_ENSECAG00000007947;null;null;null;6
