;ENSCAFT00000031036_90_90;ENSCAFT00000043222_90_90;ENST00000164247_90_90;ENST00000341524_90_90;ENST00000352527_90_90;ENST00000378083_90_90;ENST00000378092_90_90;ENST00000378097_90_90;ENST00000378111_90_90;ENST00000389632_90_90;ENST00000428161_90_90;ENST00000445501_90_90;ENST00000458166_90_90;ENST00000462676_90_90;ENST00000472700_90_90;ENST00000602612_90_90;ENSMUST00000030768_90_90;ENSMUST00000105648_90_90;ENSMUST00000159186_90_90;ENSMUST00000159840_90_90;ENSMUST00000160884_90_90;ENSMUST00000161236_90_90;ENSMUST00000162017_90_90
ENSCAFT00000031036_90_90;1.0;0.748;0.85;0.85;0.85;0.82;0.85;0.85;0.207;0.567;0.604;0.064;0.748;0.05;0.19;0.779;0.853;0.853;0.856;0.853;0.853;0.271;0.034
ENSCAFT00000043222_90_90;0.748;1.0;0.855;0.855;0.855;0.889;0.855;0.855;0.181;0.558;0.597;0.032;0.811;0.054;0.186;0.78;0.857;0.857;0.861;0.857;0.857;0.248;0.0
ENST00000164247_90_90;0.85;0.855;1.0;1.0;0.962;0.72;0.962;1.0;0.252;0.691;0.691;0.141;0.817;0.042;0.212;0.797;0.959;0.997;0.958;0.959;0.997;0.365;0.104
ENST00000341524_90_90;0.85;0.855;1.0;1.0;0.962;0.72;0.962;1.0;0.252;0.691;0.691;0.141;0.817;0.042;0.212;0.797;0.959;0.997;0.958;0.959;0.997;0.365;0.104
ENST00000352527_90_90;0.85;0.855;0.962;0.962;1.0;0.743;1.0;0.962;0.219;0.653;0.719;0.103;0.85;0.043;0.18;0.764;0.997;0.959;0.921;0.997;0.959;0.327;0.07
ENST00000378083_90_90;0.82;0.889;0.72;0.72;0.743;1.0;0.743;0.72;0.133;0.471;0.518;0.026;0.723;0.038;0.136;0.583;0.887;0.854;0.894;0.887;0.854;0.247;0.0
ENST00000378092_90_90;0.85;0.855;0.962;0.962;1.0;0.743;1.0;0.962;0.219;0.653;0.719;0.103;0.85;0.043;0.18;0.764;0.997;0.959;0.921;0.997;0.959;0.327;0.07
ENST00000378097_90_90;0.85;0.855;1.0;1.0;0.962;0.72;0.962;1.0;0.252;0.691;0.691;0.141;0.817;0.042;0.212;0.797;0.959;0.997;0.958;0.959;0.997;0.365;0.104
ENST00000378111_90_90;0.207;0.181;0.252;0.252;0.219;0.133;0.219;0.252;1.0;0.342;0.285;0.299;0.097;0.071;0.381;0.237;0.221;0.254;0.245;0.221;0.254;0.558;0.224
ENST00000389632_90_90;0.567;0.558;0.691;0.691;0.653;0.471;0.653;0.691;0.342;1.0;0.893;0.204;0.509;0.055;0.286;0.642;0.652;0.69;0.663;0.652;0.69;0.527;0.15
ENST00000428161_90_90;0.604;0.597;0.691;0.691;0.719;0.518;0.719;0.691;0.285;0.893;1.0;0.14;0.569;0.055;0.232;0.642;0.72;0.692;0.665;0.72;0.692;0.446;0.096
ENST00000445501_90_90;0.064;0.032;0.141;0.141;0.103;0.026;0.103;0.141;0.299;0.204;0.14;1.0;0.0;0.0;0.199;0.131;0.103;0.141;0.135;0.103;0.141;0.386;0.735
ENST00000458166_90_90;0.748;0.811;0.817;0.817;0.85;0.723;0.85;0.817;0.097;0.509;0.569;0.0;1.0;0.049;0.099;0.639;0.847;0.815;0.783;0.847;0.815;0.182;0.0
ENST00000462676_90_90;0.05;0.054;0.042;0.042;0.043;0.038;0.043;0.042;0.071;0.055;0.055;0.0;0.049;1.0;0.153;0.04;0.057;0.054;0.052;0.057;0.054;0.149;0.0
ENST00000472700_90_90;0.19;0.186;0.212;0.212;0.18;0.136;0.18;0.212;0.381;0.286;0.232;0.199;0.099;0.153;1.0;0.199;0.214;0.252;0.243;0.214;0.252;0.692;0.199
ENST00000602612_90_90;0.779;0.78;0.797;0.797;0.764;0.583;0.764;0.797;0.237;0.642;0.642;0.131;0.639;0.04;0.199;1.0;0.882;0.92;0.884;0.882;0.92;0.395;0.113
ENSMUST00000030768_90_90;0.853;0.857;0.959;0.959;0.997;0.887;0.997;0.959;0.221;0.652;0.72;0.103;0.847;0.057;0.214;0.882;1.0;0.962;0.924;1.0;0.962;0.327;0.07
ENSMUST00000105648_90_90;0.853;0.857;0.997;0.997;0.959;0.854;0.959;0.997;0.254;0.69;0.692;0.141;0.815;0.054;0.252;0.92;0.962;1.0;0.961;0.962;1.0;0.365;0.104
ENSMUST00000159186_90_90;0.856;0.861;0.958;0.958;0.921;0.894;0.921;0.958;0.245;0.663;0.665;0.135;0.783;0.052;0.243;0.884;0.924;0.961;1.0;0.924;0.961;0.351;0.099
ENSMUST00000159840_90_90;0.853;0.857;0.959;0.959;0.997;0.887;0.997;0.959;0.221;0.652;0.72;0.103;0.847;0.057;0.214;0.882;1.0;0.962;0.924;1.0;0.962;0.327;0.07
ENSMUST00000160884_90_90;0.853;0.857;0.997;0.997;0.959;0.854;0.959;0.997;0.254;0.69;0.692;0.141;0.815;0.054;0.252;0.92;0.962;1.0;0.961;0.962;1.0;0.365;0.104
ENSMUST00000161236_90_90;0.271;0.248;0.365;0.365;0.327;0.247;0.327;0.365;0.558;0.527;0.446;0.386;0.182;0.149;0.692;0.395;0.327;0.365;0.351;0.327;0.365;1.0;0.284
ENSMUST00000162017_90_90;0.034;0.0;0.104;0.104;0.07;0.0;0.07;0.104;0.224;0.15;0.096;0.735;0.0;0.0;0.199;0.113;0.07;0.104;0.099;0.07;0.104;0.284;1.0
