id_transcript;block_sequence
ENSCAFT00000031036_90_90;1.3.5.6.8.12.13.14.15.16.21.22.25.26.27.28.29.31.32.35
ENSCAFT00000043222_90_90;0.12.13.14.15.16.21.22.25.26.27.28.29.31.32.35
ENST00000164247_90_90;2.3.4.5.6.7.8.9.10.12.13.14.15.20.21.22.23.26.27.29.30.31.34.35
ENST00000341524_90_90;2.3.4.5.6.7.8.9.10.12.13.14.15.20.21.22.23.26.27.29.30.31.34.35
ENST00000352527_90_90;2.3.4.5.6.7.8.12.13.14.15.20.21.22.23.26.27.29.30.31.34.35
ENST00000378083_90_90;11.12.13.14.15.20.21.22.23.24.25.26.27.29.30.31.34.35
ENST00000378092_90_90;2.3.4.5.6.7.8.12.13.14.15.20.21.22.23.26.27.29.30.31.34.35
ENST00000378097_90_90;2.3.4.5.6.7.8.9.10.12.13.14.15.20.21.22.23.26.27.29.30.31.34.35
ENST00000378111_90_90;2.3.4.5.6.7.8.9.10.12.13.14.15.36
ENST00000389632_90_90;2.3.4.5.6.7.8.9.10.12.13.14.15.20.21.22.23.26
ENST00000428161_90_90;2.3.4.5.6.7.8.12.13.14.15.20.21.22.23.26.27.28
ENST00000445501_90_90;2.3.4.5.6.7.8.9.10.12
ENST00000458166_90_90;14.15.20.21.22.23.26.27.29.30.31.34.35
ENST00000462676_90_90;15.16.17.18
ENST00000472700_90_90;6.7.8.9.10.12.13.14.15.16.17.19
ENST00000602612_90_90;2.3.4.5.6.7.8.9.10.12.13.14.15.20.21.22.23.26.27.29.30.31.32.33
ENSMUST00000030768_90_90;2.3.4.5.6.7.8.12.13.14.15.16.21.22.23.26.27.28.29.31.32.35
ENSMUST00000105648_90_90;2.3.4.5.6.7.8.9.10.12.13.14.15.16.21.22.23.26.27.28.29.31.32.35
ENSMUST00000159186_90_90;2.3.4.5.6.7.8.9.10.12.13.14.15.16.21.22.23.24.25.26.27.28.29.31.32.35
ENSMUST00000159840_90_90;2.3.4.5.6.7.8.12.13.14.15.16.21.22.23.26.27.28.29.31.32.35
ENSMUST00000160884_90_90;2.3.4.5.6.7.8.9.10.12.13.14.15.16.21.22.23.26.27.28.29.31.32.35
ENSMUST00000161236_90_90;2.3.4.5.6.7.8.9.10.12.13.14.15.16.21
ENSMUST00000162017_90_90;2.3.4.5.6.7.8.9
