nucHom;degHom;tsm
1.0;1.0;1.0
0.999;1.0;1.0
0.446;0.65;0.548
0.999;1.0;1.0
0.969;0.95;0.96
0.969;0.95;0.96
0.288;0.5;0.394
0.047;0.1;0.074
0.222;0.4;0.311
0.127;0.3;0.213
0.223;0.421;0.322
0.969;0.947;0.958
0.446;0.684;0.565
0.288;0.526;0.407
0.969;0.947;0.958
0.982;0.947;0.964
0.111;0.211;0.161
0.042;0.053;0.048
0.124;0.263;0.194
0.999;1.0;1.0
0.269;0.474;0.371
0.069;0.158;0.114
0.999;1.0;1.0
1.0;1.0;1.0
0.442;0.609;0.525
1.0;1.0;1.0
0.945;0.808;0.877
0.945;0.808;0.877
0.287;0.455;0.371
0.047;0.091;0.069
0.217;0.308;0.263
0.127;0.273;0.2
0.217;0.348;0.282
0.944;0.826;0.885
0.441;0.619;0.53
0.288;0.5;0.394
0.944;0.826;0.885
0.982;0.95;0.966
0.111;0.2;0.155
0.042;0.05;0.046
0.124;0.25;0.187
0.999;1.0;1.0
0.269;0.45;0.36
0.069;0.15;0.11
0.446;0.65;0.548
0.442;0.609;0.525
1.0;1.0;1.0
0.442;0.609;0.525
0.401;0.481;0.441
0.401;0.481;0.441
0.629;0.667;0.648
0.103;0.133;0.118
0.462;0.421;0.442
0.277;0.4;0.339
0.463;0.471;0.467
0.401;0.5;0.451
0.999;1.0;1.0
0.63;0.714;0.672
0.401;0.5;0.451
0.449;0.65;0.549
0.242;0.286;0.264
0.093;0.071;0.082
0.27;0.357;0.314
0.441;0.619;0.53
0.589;0.643;0.616
0.15;0.214;0.182
0.999;1.0;1.0
1.0;1.0;1.0
0.442;0.609;0.525
1.0;1.0;1.0
0.945;0.808;0.877
0.945;0.808;0.877
0.287;0.455;0.371
0.047;0.091;0.069
0.217;0.308;0.263
0.127;0.273;0.2
0.217;0.348;0.282
0.944;0.826;0.885
0.441;0.619;0.53
0.288;0.5;0.394
0.944;0.826;0.885
0.982;0.95;0.966
0.111;0.2;0.155
