id_transcript;block_sequence
ENSCAFT00000003155_90_90;1.3.4.5.6.7.8.9.11.12.13.14.15.16.17.18.19.21.22.23.24.25.26.27.28.29.30.33.34.35
ENST00000264312_90_90;1.2.4.5.6.9.10.11.12.13.14.15.16.17.18.20.21.24.25.26.27.28.29.32.33.34.35
ENST00000381473_90_90;1.2.4.5.6.9.10.11.12.13.14.15.16.17.18.20.21.24.25.26.27.28.29.32.33.34.35
ENST00000396448_90_90;1.2.4.5.6.9.10.11.12.13.14.15.16.17.18.20.21.24.25.26.27.28.29.30.31
ENST00000425583_90_90;1.2.4.5.6.9.10.11.12.13.14.15.16.17.18.20.21.24.25.26.27.28.29.35
ENST00000444354_90_90;1.2.4.5.6.9.10.11.12.13.14.15.16.17.18.20.21.24.25.26.27.28.29.35
ENST00000503016_90_90;12.13.14.15.16.17.18.20.21.24.25.26.27.28.29.32.33.34
ENST00000504654_90_90;1.2.4.5.6.9.10.11.12.13.14.15.16
ENST00000505922_90_90;1.2.10.11.12.13.14.15.16.17.18.20.21.24.25.26.27.28.29.32.33
ENST00000506801_90_90;12.13.14.15.16.17.18.20.21.24.25.26.27.28.29.35
ENST00000507210_90_90;1.2.4.5.6.9.10.11.12.13.14.15
ENST00000508293_90_90;1.2.4.5.6.9.10.11.12.13.14.15.16.17.18.20.21.24.25.26.27.28.29.32.33.34.35
ENST00000508996_90_90;1.2.4.5.6.9.10.11.12.13.14
ENST00000509122_90_90;1.2.10.11.12.13.14.15.16.17.18.20.21.24.25.26.27.28.29.32.33.34.35
ENST00000509164_90_90;1.2.4.5.6.9.10.11.12.13.14
ENST00000509246_90_90;12.13.14.15.16.17.18.20.21.24.25.26.27.28
ENST00000509664_90_90;1.2.4.5.6.9.10.11.12.13
ENST00000509963_90_90;1.2.4.5.6.9.10.11.12.13.14.15
ENST00000510824_90_90;12.13.14.15.16.17.18.20.21.24
ENST00000511102_90_90;1.2.4.5.6.9.10.11.12.13.14.15.16.17.18.20.21.24.25.26.27
ENST00000511662_90_90;1.2.4
ENST00000512236_90_90;1.2.4.5.6.9.10.11.12.13.14.15.16.17.18.20.21.24.25.26
ENST00000513391_90_90;1.2.4.5.6.9.10.11.12.13.14.15.16.17.18.20.21.24.25.26.27.28.29.32.33.34.35
ENST00000513641_90_90;1.2.4.5.6
ENST00000514981_90_90;1.2.4.5.6.9.10.11.12.13.14.15.16.17
ENSMUST00000031038_90_90;1.3.4.5.6.7.8.9.11.12.13.14.15.16.17.18.19.21.22.23.24.25.26.27.28.29.36.37.38.39
ENSMUST00000071081_90_90;1.3.4.5.6.7.8.9.11.12.13.14.15.16.17.18.19.21.22.23.24.25.26.27.28.29.30.31
ENSMUST00000166823_90_90;1.3.4.5.6.7.8.9.11.12.13.14.15.16.17.18.19.21.22.23.24.25.26.27.28.29.30.31
ENSMUST00000200935_90_90;1.3.4.5.6.7.8.9.11.12.13.14.15.16.17.18.19.21.22.23.24.25.26.27.28.29.38.39
ENSMUST00000201505_90_90;1.3.4.5
ENSMUST00000201556_90_90;1.3.4.5.6.7.8.9.11.12.13.14.15.16.17.18.38
ENSMUST00000201739_90_90;0.8.9.11.12.23.24.25
ENSMUST00000202237_90_90;12.13.14.15.16.17.18.19.21.22.23.24.25.26.27.28.29.36
ENSMUST00000202250_90_90;1.3.4.5.6.7.8.9.11.12.13.14.15.16.17.18.19.21.22.23.24.25.26.27.28.29.30.31
