nucHom;degHom;tsm
1.0;1.0;1.0
0.992;0.958;0.975
0.992;0.958;0.975
0.741;0.875;0.808
0.786;0.875;0.831
0.786;0.875;0.831
0.728;0.667;0.698
0.446;0.458;0.452
0.68;0.708;0.694
0.57;0.625;0.597
0.392;0.417;0.404
0.992;0.958;0.975
0.324;0.375;0.35
0.882;0.792;0.837
0.324;0.375;0.35
0.487;0.542;0.514
0.294;0.333;0.314
0.392;0.417;0.404
0.419;0.375;0.397
0.698;0.75;0.724
0.117;0.083;0.1
0.693;0.708;0.7
0.992;0.958;0.975
0.186;0.167;0.176
0.453;0.5;0.477
0.717;0.963;0.84
0.749;1.0;0.875
0.749;1.0;0.875
0.741;0.963;0.852
0.151;0.148;0.149
0.505;0.593;0.549
0.096;0.259;0.177
0.515;0.63;0.573
0.749;1.0;0.875
0.992;0.958;0.975
1.0;1.0;1.0
1.0;1.0;1.0
0.73;0.793;0.762
0.792;0.889;0.841
0.792;0.889;0.841
0.732;0.667;0.7
0.45;0.481;0.466
0.688;0.778;0.733
0.571;0.593;0.582
0.396;0.444;0.42
1.0;1.0;1.0
0.328;0.407;0.367
0.89;0.852;0.871
0.328;0.407;0.367
0.488;0.519;0.504
0.298;0.37;0.334
0.396;0.444;0.42
0.42;0.37;0.395
0.703;0.778;0.74
0.118;0.111;0.114
0.698;0.741;0.72
1.0;1.0;1.0
0.188;0.185;0.186
0.457;0.519;0.488
0.664;1.0;0.832
0.725;0.909;0.817
0.725;0.909;0.817
0.719;1.0;0.859
0.152;0.15;0.151
0.499;0.65;0.575
0.091;0.25;0.17
0.487;0.7;0.593
0.725;0.909;0.817
0.992;0.958;0.975
1.0;1.0;1.0
1.0;1.0;1.0
0.73;0.793;0.762
0.792;0.889;0.841
0.792;0.889;0.841
0.732;0.667;0.7
0.45;0.481;0.466
0.688;0.778;0.733
0.571;0.593;0.582
0.396;0.444;0.42
1.0;1.0;1.0
0.328;0.407;0.367
0.89;0.852;0.871
0.328;0.407;0.367
0.488;0.519;0.504
0.298;0.37;0.334
0.396;0.444;0.42
0.42;0.37;0.395
0.703;0.778;0.74
0.118;0.111;0.114
0.698;0.741;0.72
1.0;1.0;1.0
0.188;0.185;0.186
0.457;0.519;0.488
0.664;1.0;0.832
0.725;0.909;0.817
0.725;0.909;0.817
0.719;1.0;0.859
0.152;0.15;0.151
0.499;0.65;0.575
0.091;0.25;0.17
0.487;0.7;0.593
0.725;0.909;0.817
0.741;0.875;0.808
0.73;0.793;0.762
0.73;0.793;0.762
1.0;1.0;1.0
0.918;0.885;0.901
0.918;0.885;0.901
0.539;0.536;0.538
0.59;0.52;0.555
0.775;0.704;0.74
0.646;0.577;0.611
0.519;0.48;0.499
0.73;0.793;0.762
0.43;0.44;0.435
0.622;0.655;0.639
0.43;0.44;0.435
0.64;0.56;0.6
0.39;0.4;0.395
0.519;0.48;0.499
0.551;0.4;0.476
0.922;0.84;0.881
0.155;0.12;0.138
0.914;0.8;0.857
0.73;0.793;0.762
0.246;0.2;0.223
0.599;0.56;0.58
0.843;0.909;0.876
0.993;1.0;0.996
0.993;1.0;0.996
0.935;0.909;0.922
0.199;0.136;0.168
0.649;0.591;0.62
0.119;0.227;0.173
0.625;0.636;0.631
0.993;1.0;0.996
0.786;0.875;0.831
0.792;0.889;0.841
0.792;0.889;0.841
0.918;0.885;0.901
1.0;1.0;1.0
1.0;1.0;1.0
0.524;0.556;0.54
0.569;0.542;0.555
0.749;0.731;0.74
0.722;0.667;0.695
0.5;0.5;0.5
0.792;0.889;0.841
0.414;0.458;0.436
0.682;0.741;0.712
0.414;0.458;0.436
0.617;0.583;0.6
0.376;0.417;0.396
0.5;0.5;0.5
0.531;0.417;0.474
0.888;0.875;0.881
0.149;0.125;0.137
0.881;0.833;0.857
0.792;0.889;0.841
0.237;0.208;0.222
0.577;0.583;0.58
0.817;1.0;0.908
0.911;0.909;0.91
0.911;0.909;0.91
0.902;1.0;0.951
0.192;0.15;0.171
0.626;0.65;0.638
0.115;0.25;0.182
0.605;0.7;0.652
0.911;0.909;0.91
0.786;0.875;0.831
0.792;0.889;0.841
0.792;0.889;0.841
0.918;0.885;0.901
1.0;1.0;1.0
1.0;1.0;1.0
0.524;0.556;0.54
0.569;0.542;0.555
0.749;0.731;0.74
0.722;0.667;0.695
0.5;0.5;0.5
0.792;0.889;0.841
0.414;0.458;0.436
0.682;0.741;0.712
0.414;0.458;0.436
0.617;0.583;0.6
0.376;0.417;0.396
0.5;0.5;0.5
0.531;0.417;0.474
0.888;0.875;0.881
0.149;0.125;0.137
0.881;0.833;0.857
0.792;0.889;0.841
0.237;0.208;0.222
0.577;0.583;0.58
0.817;1.0;0.908
0.911;0.909;0.91
0.911;0.909;0.91
0.902;1.0;0.951
0.192;0.15;0.171
0.626;0.65;0.638
0.115;0.25;0.182
0.605;0.7;0.652
0.911;0.909;0.91
0.728;0.667;0.698
0.732;0.667;0.7
0.732;0.667;0.7
0.539;0.536;0.538
0.524;0.556;0.54
0.524;0.556;0.54
1.0;1.0;1.0
0.241;0.192;0.216
0.687;0.773;0.73
0.672;0.789;0.731
0.184;0.154;0.169
0.732;0.667;0.7
0.113;0.115;0.114
0.823;0.783;0.803
0.113;0.115;0.114
0.667;0.778;0.723
0.081;0.077;0.079
0.184;0.154;0.169
0.574;0.556;0.565
0.507;0.5;0.504
0.0;0.0;0.0
0.501;0.462;0.482
0.732;0.667;0.7
0.0;0.0;0.0
0.249;0.231;0.24
0.49;0.7;0.595
0.538;0.636;0.587
0.538;0.636;0.587
0.533;0.7;0.617
0.0;0.0;0.0
0.301;0.35;0.326
0.08;0.188;0.134
0.646;1.0;0.823
0.538;0.636;0.587
0.446;0.458;0.452
0.45;0.481;0.466
0.45;0.481;0.466
0.59;0.52;0.555
0.569;0.542;0.555
0.569;0.542;0.555
0.241;0.192;0.216
1.0;1.0;1.0
0.426;0.36;0.393
0.29;0.208;0.249
0.879;0.923;0.901
0.45;0.481;0.466
0.728;0.846;0.787
0.34;0.333;0.337
0.728;0.846;0.787
0.324;0.227;0.276
0.662;0.769;0.716
0.879;0.923;0.901
0.359;0.278;0.319
0.64;0.619;0.629
0.263;0.231;0.247
0.645;0.65;0.647
0.45;0.481;0.466
0.417;0.385;0.401
0.985;0.929;0.957
0.521;0.55;0.536
0.585;0.5;0.542
0.585;0.5;0.542
0.578;0.55;0.564
0.337;0.273;0.305
0.835;0.846;0.841
0.153;0.231;0.192
0.282;0.25;0.266
0.585;0.5;0.542
0.68;0.708;0.694
0.688;0.778;0.733
0.688;0.778;0.733
0.775;0.704;0.74
0.749;0.731;0.74
0.749;0.731;0.74
0.687;0.773;0.73
0.426;0.36;0.393
1.0;1.0;1.0
0.712;0.682;0.697
0.358;0.32;0.339
0.688;0.778;0.733
0.273;0.28;0.277
0.774;0.913;0.844
0.273;0.28;0.277
0.709;0.667;0.688
0.235;0.24;0.237
0.358;0.32;0.339
0.611;0.476;0.543
0.743;0.68;0.712
0.108;0.091;0.1
0.736;0.64;0.688
0.688;0.778;0.733
0.099;0.083;0.091
0.434;0.4;0.417
0.69;0.8;0.745
0.769;0.727;0.748
0.769;0.727;0.748
0.761;0.8;0.78
0.102;0.056;0.079
0.487;0.45;0.469
0.13;0.235;0.182
0.687;0.875;0.781
0.769;0.727;0.748
0.57;0.625;0.597
0.571;0.593;0.582
0.571;0.593;0.582
0.646;0.577;0.611
0.722;0.667;0.695
0.722;0.667;0.695
0.672;0.789;0.731
0.29;0.208;0.249
0.712;0.682;0.697
1.0;1.0;1.0
0.222;0.167;0.195
0.571;0.593;0.582
0.136;0.125;0.131
0.642;0.696;0.669
0.136;0.125;0.131
0.855;0.875;0.865
0.098;0.083;0.09
0.222;0.167;0.195
0.736;0.625;0.68
0.61;0.542;0.576
0.0;0.0;0.0
0.603;0.5;0.551
0.571;0.593;0.582
0.0;0.0;0.0
0.299;0.25;0.274
0.577;0.7;0.638
0.644;0.636;0.64
0.644;0.636;0.64
0.638;0.7;0.669
0.0;0.0;0.0
0.36;0.35;0.355
0.101;0.188;0.145
0.807;1.0;0.903
0.644;0.636;0.64
0.392;0.417;0.404
0.396;0.444;0.42
0.396;0.444;0.42
0.519;0.48;0.499
0.5;0.5;0.5
0.5;0.5;0.5
0.184;0.154;0.169
0.879;0.923;0.901
0.358;0.32;0.339
0.222;0.167;0.195
1.0;1.0;1.0
0.396;0.444;0.42
0.828;0.917;0.873
0.286;0.296;0.291
0.828;0.917;0.873
0.248;0.182;0.215
0.753;0.833;0.793
1.0;1.0;1.0
0.274;0.222;0.248
0.563;0.571;0.567
0.299;0.25;0.274
0.567;0.6;0.583
0.396;0.444;0.42
0.474;0.417;0.446
0.866;0.857;0.861
0.457;0.5;0.479
0.513;0.455;0.484
0.513;0.455;0.484
0.508;0.5;0.504
0.384;0.3;0.342
0.733;0.769;0.751
0.173;0.25;0.211
0.215;0.2;0.208
0.513;0.455;0.484
0.992;0.958;0.975
1.0;1.0;1.0
