;ENSCAFT00000011480_90_90;ENST00000265651_90_90;ENST00000448981_90_90;ENST00000526785_90_90;ENST00000529137_90_90;ENST00000530401_90_90;ENST00000531080_90_90;ENST00000532057_90_90;ENST00000532927_90_90;ENST00000534136_90_90;ENSMUST00000028603_90_90;ENSMUST00000102565_90_90;ENSMUST00000111135_90_90;ENSMUST00000111136_90_90
ENSCAFT00000011480_90_90;1.0;0.671;0.746;0.567;0.164;0.737;0.189;0.189;0.272;0.724;0.964;0.873;0.863;0.759
ENST00000265651_90_90;0.671;1.0;0.873;0.76;0.248;0.863;0.335;0.335;0.365;0.846;0.661;0.745;0.735;0.634
ENST00000448981_90_90;0.746;0.873;1.0;0.634;0.281;0.988;0.211;0.211;0.414;0.956;0.732;0.846;0.835;0.712
ENST00000526785_90_90;0.567;0.76;0.634;1.0;0.013;0.641;0.441;0.441;0.125;0.615;0.558;0.634;0.641;0.515
ENST00000529137_90_90;0.164;0.248;0.281;0.013;1.0;0.269;0.0;0.0;0.657;0.271;0.161;0.184;0.173;0.209
ENST00000530401_90_90;0.737;0.863;0.988;0.641;0.269;1.0;0.214;0.214;0.402;0.944;0.723;0.835;0.844;0.701
ENST00000531080_90_90;0.189;0.335;0.211;0.441;0.0;0.214;1.0;1.0;0.0;0.205;0.186;0.211;0.214;0.093
ENST00000532057_90_90;0.189;0.335;0.211;0.441;0.0;0.214;1.0;1.0;0.0;0.205;0.186;0.211;0.214;0.093
ENST00000532927_90_90;0.272;0.365;0.414;0.125;0.657;0.402;0.0;0.0;1.0;0.4;0.267;0.305;0.294;0.347
ENST00000534136_90_90;0.724;0.846;0.956;0.615;0.271;0.944;0.205;0.205;0.4;1.0;0.712;0.811;0.8;0.689
ENSMUST00000028603_90_90;0.964;0.661;0.732;0.558;0.161;0.723;0.186;0.186;0.267;0.712;1.0;0.857;0.846;0.752
ENSMUST00000102565_90_90;0.873;0.745;0.846;0.634;0.184;0.835;0.211;0.211;0.305;0.811;0.857;1.0;0.988;0.854
ENSMUST00000111135_90_90;0.863;0.735;0.835;0.641;0.173;0.844;0.214;0.214;0.294;0.8;0.846;0.988;1.0;0.842
ENSMUST00000111136_90_90;0.759;0.634;0.712;0.515;0.209;0.701;0.093;0.093;0.347;0.689;0.752;0.854;0.842;1.0
