id_transcript;blocks
transcript6_ENSPCIG00000036398;0|2|4|6|8|10|11|13|15|17
transcript7_ENSMUNG00000007775;0|1|2|3|4|5|6|7|8|9|10
transcript19_ENSMUNG00000007775;0|1|2|3|4|5|6|7|8|9|10|11|13
transcript22_ENSMUNG00000007775;0|1|2|3|4|5|6|7|8|9|10
transcript23_ENSMUNG00000007775;0|1|2|3|4|5|6|7|8|9|10|11|13
transcript7_ENSMUNG00000002377;0|1|2|3|4|5|6|7|8|9|10
transcript19_ENSMUNG00000002377;0|1|2|3|4|5|6|7|8|9|10|11|13
transcript27_ENSMUNG00000002377;0|1|2|3|4|5|6|7|8|9|10|11|13
transcript28_ENSMUNG00000002377;0|1|2|3|4|5|6|7|8|9|10|11|13
transcript7_ENSMUNG00000002391;0|1|2|3|4|5|6|7|8|9|10
transcript3_ENSPNYG00000024266;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17
transcript3_ENSXMAG00000026005;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17
