;id_transcript;orthoorthologues;tsm_scores
0;ENSCAFT00000020697_90_90;ENSCAFT00000043849_90_90:ENSMUST00000127820_90_90:ENSMUST00000105438_90_90:ENST00000411732_90_90;0.7559999999999999:0.304:0.3:0.289
1;ENSCAFT00000043849_90_90;ENSMUST00000127820_90_90:ENSCAFT00000020697_90_90:ENSMUST00000105438_90_90:ENST00000411732_90_90;0.28300000000000003:0.7559999999999999:0.27899999999999997:0.266
2;ENST00000242480_90_90;ENST00000439032_90_90:ENSMUST00000048289_90_90;1.0:0.934
3;ENST00000411732_90_90;ENSCAFT00000043849_90_90:ENSMUST00000127820_90_90:ENSCAFT00000020697_90_90:ENSMUST00000105438_90_90;0.266:0.907:0.289:0.9259999999999999
4;ENST00000439032_90_90;ENST00000242480_90_90:ENSMUST00000048289_90_90;1.0:0.934
5;ENST00000637191_90_90;ENSMUST00000145754_90_90:ENSMUST00000145936_90_90;0.34600000000000003:0.294
6;ENSMUST00000048289_90_90;ENST00000242480_90_90:ENST00000439032_90_90;0.934:0.934
7;ENSMUST00000105438_90_90;ENSCAFT00000043849_90_90:ENSMUST00000127820_90_90:ENSCAFT00000020697_90_90:ENST00000411732_90_90;0.27899999999999997:0.981:0.3:0.9259999999999999
8;ENSMUST00000127820_90_90;ENSCAFT00000043849_90_90:ENSCAFT00000020697_90_90:ENSMUST00000105438_90_90:ENST00000411732_90_90;0.28300000000000003:0.304:0.981:0.907
9;ENSMUST00000130933_90_90;;
10;ENSMUST00000145754_90_90;ENST00000637191_90_90:ENSMUST00000145936_90_90;0.34600000000000003:0.84
11;ENSMUST00000145936_90_90;ENST00000637191_90_90:ENSMUST00000145754_90_90;0.294:0.84
12;ENSMUST00000146986_90_90;;
