id_transcript;blocks
transcript7_ENSAPOG00000016134;0|1|2|3|4|5|7|8|9|10|11|12|13|14|15|16|18|20
transcript27_ENSAPOG00000016134;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|18|20
transcript32_ENSAPOG00000016134;0|1|2|3|4|5|6|7|9|10|11|12|13|14|15|16|17|18|20
transcript33_ENSAPOG00000016134;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|20
transcript35_ENSAPOG00000016134;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|20
transcript36_ENSAPOG00000016134;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|18|20
transcript37_ENSAPOG00000016134;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|20
transcript38_ENSAPOG00000016134;0|1|2|4|5|6|7|8|9|10|11|12|13|14|15|16|20
transcript7_ENSAPOG00000023408;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|20
transcript8_ENSAPOG00000023408;0|2|3|5|6|7|8|9|10|11|12|13|17|19|20
transcript27_ENSAPOG00000023408;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|18|20
transcript30_ENSAPOG00000023408;0|1|2|3|4|5|8|9|10|11|12|13|14|15|16|17|18|20
transcript32_ENSAPOG00000023408;0|1|2|3|4|5|6|7|9|10|11|12|13|14|15|16|17|18|20
transcript40_ENSAPOG00000023408;0|1|2|3|4|5|8|9|11|12|13|14|15|16|17|18|20
transcript41_ENSAPOG00000023408;0|1|2|3|4|5|6|7|9|11|12|13|14|15|16|17|18|20
transcript42_ENSAPOG00000023408;0|1|2|3|4|5|6|7|9|10|14|15|16|17|18|20
transcript43_ENSAPOG00000023408;0|1|2|3|4|5|6|7|9|10|11|12|13|14|16|17|18|20
transcript1_ENSAOCG00000015695;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20
transcript8_ENSAOCG00000015695;0|1|2|3|4|5|6|7|8|9|10|12|13|14|15|18|20
transcript25_ENSAOCG00000015695;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|18|20
transcript26_ENSAOCG00000015695;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|17|18|20
transcript36_ENSAOCG00000015695;0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|18|20
transcript37_ENSAOCG00000015695;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|18|20
transcript38_ENSAOCG00000015695;0|1|2|3|4|5|6|7|8|9|10|11|12|14|15|18|20
transcript22_ENSPNYG00000024266;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20
