id_transcript;block_sequence
ENSCAFT00000023019_90_90;0.1.3.5.7.9.11.12.13.15.17.19.21.23.25.27.28.29.30.32.34.36.38.40.42.44.46.48.50.51.52.53.55.57.58.60
ENST00000221222_90_90;65.66.67.68.69.70.71.72.74
ENST00000392351_90_90;65.66.67.68.69.70.71.72.73.74
ENST00000433218_90_90;65.66.67.68.69.70.71.72.74
ENST00000539827_90_90;65.66.67.68.69.70.71.72.73.74
ENST00000542541_90_90;65.66.67.68.69.70.71.72.73.74
ENST00000594439_90_90;65.66.67.69.70.71.72.73.74
ENST00000594794_90_90;65.71.72.73.74
ENST00000596482_90_90;65.66.67.68.69.70.71
ENST00000599097_90_90;65.66
ENST00000600077_90_90;65.66.67.68.69
ENSMUST00000003669_90_90;1.2.3.4.5.6.7.8.9.10.11.13.14.15.16.17.18.19.28.30.31.32.33.34.35.36.37.38.39.40.41.42.43.44.45.46.47.48.49.50.52.53.54.55.56.57.58.59.60.61.62.63.64
ENSMUST00000087467_90_90;1.2.3.4.5.6.7.8.9.10.11.13.14.15.16.17.18.19.20.21.22.23.24.25.26
ENSMUST00000110124_90_90;1.2.3.4.5.6.7.8.9.10.11.13.14.15.16.17.18.19.28.30.31.32.33.34.35.36.37.38.39.40.41.42.43.44.45.46.47.48.49.50.52.53.54.55.56.57.58.59.60.61.62.63.64
ENSMUST00000135368_90_90;53.54.55.56.57.64
ENSMUST00000140212_90_90;1.2.3.4.5.6.7.8.9.10.11.13.14.15.16.17.18.19.28.30.31.32.33.34.35.36.37.38.39.40.41.42.43.44.45.46.47.48.49.50.52.53.54.55.56.57.58.59.60.61.63.64
