id_transcript;id_gene
ENSCAFT00000011051_90_90;ENSCAFG00000006879_90
ENSCAFT00000039005_90_90;ENSCAFG00000006879_90
ENST00000319836_90_90;ENSG00000165406_90
ENST00000395769_90_90;ENSG00000165406_90
ENST00000453424_90_90;ENSG00000165406_90
ENST00000453980_90_90;ENSG00000165406_90
ENSMUST00000079012_90_90;ENSMUSG00000025702_90
ENSMUST00000101032_90_90;ENSMUSG00000025702_90
ENSMUST00000123405_90_90;ENSMUSG00000025702_90
ENSMUST00000126376_90_90;ENSMUSG00000025702_90
ENSMUST00000129170_90_90;ENSMUSG00000025702_90
ENSMUST00000135901_90_90;ENSMUSG00000025702_90
ENSMUST00000140884_90_90;ENSMUSG00000025702_90
ENSMUST00000203116_90_90;ENSMUSG00000025702_90
ENSMUST00000203193_90_90;ENSMUSG00000025702_90
ENSMUST00000204657_90_90;ENSMUSG00000025702_90
