id_transcript;recent-paralogs;ortho-orthologs;para-orthologs;#cluster
transcript9_ENSAPOG00000016134;null;null;null;0
transcript28_ENSAOCG00000015695;null;transcript9_ENSXMAG00000026005|0.933;null;1
transcript9_ENSXMAG00000026005;null;transcript28_ENSAOCG00000015695|0.933&transcript27_ENSAOCG00000015695|0.933&transcript23_ENSPNYG00000024266|0.932;null;1
transcript27_ENSAOCG00000015695;transcript26_ENSAOCG00000015695|1.0;transcript9_ENSXMAG00000026005|0.933&transcript23_ENSPNYG00000024266|0.926;null;1
transcript26_ENSAOCG00000015695;transcript27_ENSAOCG00000015695|1.0;transcript23_ENSPNYG00000024266|0.926;null;1
transcript23_ENSPNYG00000024266;null;transcript9_ENSXMAG00000026005|0.932&transcript27_ENSAOCG00000015695|0.926&transcript26_ENSAOCG00000015695|0.926;null;1
transcript12_ENSPNYG00000024266;null;transcript14_ENSAPOG00000016134|0.987&transcript14_ENSAPOG00000023408|0.987&transcript17_ENSAOCG00000015695|0.996;null;2
transcript14_ENSAPOG00000016134;null;transcript12_ENSPNYG00000024266|0.987&transcript18_ENSAOCG00000015695|0.963;transcript14_ENSAPOG00000023408|1.0;2
transcript18_ENSAOCG00000015695;null;transcript14_ENSAPOG00000016134|0.963;null;2
transcript14_ENSAPOG00000023408;null;transcript12_ENSPNYG00000024266|0.987&transcript17_ENSAOCG00000015695|0.96;transcript14_ENSAPOG00000016134|1.0;2
transcript17_ENSAOCG00000015695;null;transcript12_ENSPNYG00000024266|0.996&transcript14_ENSAPOG00000023408|0.96;null;2
transcript21_ENSAPOG00000016134;null;null;null;3
transcript21_ENSPNYG00000024266;null;null;null;4
transcript7_ENSAPOG00000023408;null;transcript7_ENSPNYG00000024266|0.929&transcript7_ENSXMAG00000026005|0.975&transcript7_ENSAOCG00000015695|0.985;null;5
transcript7_ENSPNYG00000024266;null;transcript7_ENSAPOG00000023408|0.929&transcript7_ENSXMAG00000026005|0.94&transcript7_ENSAOCG00000015695|0.923;null;5
transcript7_ENSXMAG00000026005;null;transcript7_ENSAPOG00000023408|0.975&transcript7_ENSPNYG00000024266|0.94&transcript7_ENSAOCG00000015695|0.968;null;5
transcript7_ENSAOCG00000015695;null;transcript7_ENSAPOG00000023408|0.985&transcript7_ENSPNYG00000024266|0.923&transcript7_ENSXMAG00000026005|0.968;null;5
transcript23_ENSAPOG00000023408;transcript30_ENSAPOG00000023408|0.978;null;null;6
transcript30_ENSAPOG00000023408;transcript23_ENSAPOG00000023408|0.978;null;null;6
transcript28_ENSAPOG00000023408;null;null;null;7
transcript29_ENSAOCG00000015695;null;transcript29_ENSAPOG00000023408|1.0;null;8
transcript29_ENSAPOG00000023408;null;transcript29_ENSAOCG00000015695|1.0;null;8
transcript31_ENSAPOG00000023408;null;null;null;9
transcript22_ENSPNYG00000024266;null;null;null;10
transcript24_ENSPNYG00000024266;null;null;null;11
