id_transcript;recent-paralogs;ortho-orthologs;para-orthologs;#cluster
transcript7_ENSMSIG00000000513;null;null;null;0
transcript7_ENSMUSG00000054036;null;transcript41_MGP-SPRETEiJ-G0021131|0.736;null;1
transcript41_MGP-SPRETEiJ-G0021131;null;transcript7_ENSMUSG00000054036|0.736&transcript43_ENSMSIG00000000513|0.857&transcript41_ENSMSIG00000000513|0.857;null;1
transcript43_ENSMSIG00000000513;transcript41_ENSMSIG00000000513|1.0;transcript41_MGP-SPRETEiJ-G0021131|0.857;null;1
transcript41_ENSMSIG00000000513;transcript43_ENSMSIG00000000513|1.0;transcript41_MGP-SPRETEiJ-G0021131|0.857;null;1
transcript23_ENSRNOG00000031503;transcript21_ENSRNOG00000031503|1.0;transcript22_MGP-CAROLIEiJ-G0020234|0.883&transcript22_MGP-SPRETEiJ-G0021131|0.922&transcript36_ENSMUSG00000054036|0.909;null;2
transcript47_ENSMSIG00000000513;transcript26_ENSMSIG00000000513|1.0;transcript26_MGP-PahariEiJ-G0020237|1.0&transcript9_ENSRNOG00000031503|0.816;null;2
transcript18_ENSRNOG00000031503;null;transcript26_MGP-PahariEiJ-G0020237|0.977&transcript18_ENSMUGG00000013592|0.952;null;2
transcript26_MGP-PahariEiJ-G0020237;null;transcript47_ENSMSIG00000000513|1.0&transcript18_ENSRNOG00000031503|0.977&transcript22_MGP-CAROLIEiJ-G0020234|0.985&transcript22_MGP-SPRETEiJ-G0021131|0.994&transcript35_ENSMUGG00000013592|1.0&transcript19_ENSRNOG00000031503|0.977&transcript34_ENSMUGG00000013592|1.0&transcript36_ENSMUSG00000054036|0.999&transcript26_ENSMSIG00000000513|1.0;null;2
transcript22_MGP-CAROLIEiJ-G0020234;null;transcript23_ENSRNOG00000031503|0.883&transcript26_MGP-PahariEiJ-G0020237|0.985&transcript22_MGP-SPRETEiJ-G0021131|0.953&transcript21_ENSRNOG00000031503|0.883&transcript36_ENSMUSG00000054036|0.964;null;2
transcript22_MGP-SPRETEiJ-G0021131;null;transcript23_ENSRNOG00000031503|0.922&transcript26_MGP-PahariEiJ-G0020237|0.994&transcript22_MGP-CAROLIEiJ-G0020234|0.953&transcript21_ENSRNOG00000031503|0.922&transcript36_ENSMUSG00000054036|0.98;null;2
transcript9_ENSRNOG00000031503;null;transcript47_ENSMSIG00000000513|0.816&transcript26_ENSMSIG00000000513|0.816;null;2
transcript35_ENSMUGG00000013592;transcript34_ENSMUGG00000013592|1.0;transcript26_MGP-PahariEiJ-G0020237|1.0&transcript36_ENSMUSG00000054036|0.848;null;2
transcript21_ENSRNOG00000031503;transcript23_ENSRNOG00000031503|1.0;transcript22_MGP-CAROLIEiJ-G0020234|0.883&transcript22_MGP-SPRETEiJ-G0021131|0.922&transcript36_ENSMUSG00000054036|0.909;null;2
transcript19_ENSRNOG00000031503;null;transcript26_MGP-PahariEiJ-G0020237|0.977;null;2
transcript34_ENSMUGG00000013592;transcript35_ENSMUGG00000013592|1.0;transcript26_MGP-PahariEiJ-G0020237|1.0&transcript36_ENSMUSG00000054036|0.848;null;2
transcript18_ENSMUGG00000013592;null;transcript18_ENSRNOG00000031503|0.952;null;2
transcript36_ENSMUSG00000054036;null;transcript23_ENSRNOG00000031503|0.909&transcript26_MGP-PahariEiJ-G0020237|0.999&transcript22_MGP-CAROLIEiJ-G0020234|0.964&transcript22_MGP-SPRETEiJ-G0021131|0.98&transcript35_ENSMUGG00000013592|0.848&transcript21_ENSRNOG00000031503|0.909&transcript34_ENSMUGG00000013592|0.848&transcript8_MGP-CAROLIEiJ-G0020234|0.964;null;2
transcript26_ENSMSIG00000000513;transcript47_ENSMSIG00000000513|1.0;transcript26_MGP-PahariEiJ-G0020237|1.0&transcript9_ENSRNOG00000031503|0.816;null;2
transcript8_MGP-CAROLIEiJ-G0020234;null;transcript36_ENSMUSG00000054036|0.964;null;2
transcript43_MGP-CAROLIEiJ-G0020234;null;null;null;3
transcript48_ENSMSIG00000000513;transcript46_ENSMSIG00000000513|1.0;null;null;4
transcript46_ENSMSIG00000000513;transcript48_ENSMSIG00000000513|1.0;null;null;4
transcript49_ENSMSIG00000000513;null;null;null;5
transcript32_MGP-CAROLIEiJ-G0020234;transcript42_MGP-CAROLIEiJ-G0020234|1.0;transcript33_ENSRNOG00000031503|0.794&transcript32_ENSMUGG00000013592|0.95;null;6
transcript32_ENSRNOG00000031503;transcript33_ENSRNOG00000031503|0.912;null;null;6
transcript33_ENSRNOG00000031503;transcript32_ENSRNOG00000031503|0.912;transcript32_MGP-CAROLIEiJ-G0020234|0.794&transcript32_ENSMUGG00000013592|0.806&transcript42_MGP-CAROLIEiJ-G0020234|0.794;null;6
transcript32_ENSMUGG00000013592;null;transcript32_MGP-CAROLIEiJ-G0020234|0.95&transcript33_ENSRNOG00000031503|0.806&transcript42_MGP-CAROLIEiJ-G0020234|0.95;null;6
transcript42_MGP-CAROLIEiJ-G0020234;transcript32_MGP-CAROLIEiJ-G0020234|1.0;transcript33_ENSRNOG00000031503|0.794&transcript32_ENSMUGG00000013592|0.95;null;6
transcript33_ENSMUGG00000013592;null;transcript33_MGP-CAROLIEiJ-G0020234|0.946;null;7
transcript33_MGP-CAROLIEiJ-G0020234;null;transcript33_ENSMUGG00000013592|0.946;null;7
