id_transcript;recent-paralogs;ortho-orthologs;para-orthologs;#cluster
transcript25_ENSMPUG00000020072;transcript28_ENSMPUG00000020072|0.767;null;null;0
transcript28_ENSMPUG00000020072;transcript25_ENSMPUG00000020072|0.767;null;null;0
transcript27_ENSMLUG00000027828;null;null;null;1
transcript16_ENSMLUG00000027828;null;null;null;2
transcript15_ENSMLUG00000027828;transcript12_ENSMLUG00000027828|0.973;null;null;3
transcript12_ENSMLUG00000027828;transcript15_ENSMLUG00000027828|0.973;null;null;3
transcript7_ENSMPUG00000020072;null;null;null;4
transcript7_ENSCCNG00000000226;null;null;null;5
transcript31_ENSECAG00000007947;transcript12_ENSECAG00000007947|1.0&transcript23_ENSECAG00000007947|1.0;null;null;6
transcript12_ENSECAG00000007947;transcript31_ENSECAG00000007947|1.0&transcript23_ENSECAG00000007947|1.0;null;null;6
transcript23_ENSECAG00000007947;transcript31_ENSECAG00000007947|1.0&transcript12_ENSECAG00000007947|1.0;null;null;6
transcript33_ENSECAG00000007947;null;null;null;7
transcript32_ENSECAG00000007947;null;null;null;8
transcript7_ENSMLUG00000027828;null;null;null;9
transcript25_ENSMLUG00000027828;transcript26_ENSMLUG00000027828|0.966;null;null;10
transcript26_ENSMLUG00000027828;transcript25_ENSMLUG00000027828|0.966;null;null;10
transcript7_ENSSTOG00000019743;null;null;null;11
