id_transcript;id_transcript;block_sequence
ENSCAFT00000014154_90_90;ENSCAFT00000014154_90_90;0.3.4.10.11.12.13.14.19.20.21.22.23.25.26.30.31.32.33.34.37.38.39.40.41.42.43.44.45.46.47.48
ENST00000426335_90_90;ENST00000426335_90_90;1.2.3.4.5.6.7.11.12.13.18.19.29.30.31.32.33.36.37.38.39.40.41.42.43.44.45.46.47.48
ENST00000524586_90_90;ENST00000524586_90_90;1.2.3.4.5.6.7.11.12.13.14.15.16.17
ENST00000524782_90_90;ENST00000524782_90_90;1.2.3.4.5.6.7.11.12.13.18.19.20.21.22.23.24.25.29.30.31.32.33.36.37.38.39.40.41.42.43.44.45.46.47.48
ENST00000525314_90_90;ENST00000525314_90_90;1.2.3.4.5.6.7.11.12.13.18.19.20.21.22.23.24.25.29.30.31.32.33.34.35.36.37.38.39.40
ENST00000525398_90_90;ENST00000525398_90_90;1.2.3.4.5.6.7.11.12.13.18.19.20.21.22.23.24.25.28.29.30.31.32.33.36.37.38.39.40.41.42.43
ENST00000526342_90_90;ENST00000526342_90_90;1.2.3.4.5.6.7.11.45.46
ENST00000527776_90_90;ENST00000527776_90_90;42.44.45.46.47
ENST00000527927_90_90;ENST00000527927_90_90;1.2.3.4.5.6.7.11.12.13.39.40.41.42.43.44.45
ENST00000528041_90_90;ENST00000528041_90_90;1.2.3.4.5.6.7.11.18.19.20
ENST00000528444_90_90;ENST00000528444_90_90;1.2.3.4.5.6.7.11.12.13.18.19.20.21.22.23.24.25.26.27.28.29.30.31.32.33.36.37
ENST00000528708_90_90;ENST00000528708_90_90;6.7.8
ENST00000529439_90_90;ENST00000529439_90_90;7.8
ENST00000529455_90_90;ENST00000529455_90_90;2.3.4.5.6.7.11.12.13.18.19.22
ENST00000530596_90_90;ENST00000530596_90_90;1.2.3.4.5.6.7.11.12.18.19.20.21.22.23.24.25.29.30
ENST00000532438_90_90;ENST00000532438_90_90;1.2.3.4.5.6.7.11.12.13.16
ENST00000532478_90_90;ENST00000532478_90_90;4.5.6.7.12.13.18.19.20.21.22.23.24.25.32
ENST00000533243_90_90;ENST00000533243_90_90;1.2.3.4.5.6.7.11.39
ENST00000627920_90_90;ENST00000627920_90_90;1.2.3.4.5.6.7.11.12.13.39.40.41.42.43.44.45.46.47.48
ENST00000629231_90_90;ENST00000629231_90_90;1.2.3.4.5.6.7.11.39
ENSMUST00000028691_90_90;ENSMUST00000028691_90_90;9.10.11.12.13.14.19.20.21.22.23.25.26.30.31.32.33.34.35.36.37.38.39.40.41.42.43.44.45.46.47.48
ENSMUST00000080008_90_90;ENSMUST00000080008_90_90;9.10.11.12.13.14.19.20.21.22.23.25.26.30.31.32.33.36.37.38.39.40.41.42.43.44.45.46.47.48
