nucHom;degHom;tsm
1.0;1.0;1.0
0.976;0.909;0.943
0.999;0.909;0.954
0.975;0.818;0.896
0.276;0.182;0.229
0.48;0.636;0.558
0.999;0.909;0.954
0.732;0.727;0.73
0.999;0.9;0.95
0.73;0.7;0.715
0.999;0.9;0.95
0.975;0.8;0.887
0.151;0.1;0.126
0.558;0.3;0.429
0.976;0.909;0.943
1.0;1.0;1.0
0.975;0.818;0.896
0.999;0.9;0.95
0.282;0.2;0.241
0.492;0.7;0.596
0.975;0.818;0.896
0.75;0.8;0.775
0.975;0.8;0.887
0.748;0.778;0.763
0.975;0.8;0.887
0.999;0.889;0.944
0.154;0.111;0.133
0.572;0.333;0.453
0.999;0.909;0.954
0.975;0.818;0.896
1.0;1.0;1.0
0.976;0.917;0.947
0.275;0.167;0.221
0.482;0.75;0.616
1.0;1.0;1.0
0.731;0.615;0.673
0.999;1.0;1.0
0.728;0.6;0.664
0.999;1.0;1.0
0.975;0.889;0.932
0.151;0.111;0.131
0.558;0.333;0.446
0.975;0.818;0.896
0.999;0.9;0.95
0.976;0.917;0.947
1.0;1.0;1.0
0.282;0.182;0.232
0.494;0.818;0.656
0.976;0.917;0.947
0.749;0.667;0.708
0.975;0.889;0.932
0.747;0.667;0.707
0.975;0.889;0.932
0.999;1.0;1.0
0.154;0.125;0.14
0.572;0.375;0.473
0.276;0.182;0.229
0.282;0.2;0.241
0.275;0.167;0.221
0.282;0.182;0.232
1.0;1.0;1.0
0.571;0.222;0.396
0.275;0.167;0.221
0.103;0.1;0.102
0.278;0.222;0.25
0.104;0.125;0.114
0.278;0.222;0.25
0.285;0.25;0.267
0.0;0.0;0.0
0.0;0.0;0.0
0.48;0.636;0.558
0.492;0.7;0.596
0.482;0.75;0.616
0.494;0.818;0.656
0.571;0.222;0.396
1.0;1.0;1.0
0.482;0.75;0.616
0.243;0.5;0.371
0.476;0.667;0.572
0.236;0.444;0.34
0.476;0.667;0.572
0.488;0.75;0.619
0.0;0.0;0.0
0.06;0.125;0.092
0.999;0.909;0.954
0.975;0.818;0.896
1.0;1.0;1.0
0.976;0.917;0.947
0.275;0.167;0.221
0.482;0.75;0.616
1.0;1.0;1.0
0.731;0.615;0.673
0.999;1.0;1.0
0.728;0.6;0.664
0.999;1.0;1.0
0.975;0.889;0.932
0.151;0.111;0.131
0.558;0.333;0.446
0.732;0.727;0.73
0.75;0.8;0.775
0.731;0.615;0.673
0.749;0.667;0.708
0.103;0.1;0.102
0.243;0.5;0.371
0.731;0.615;0.673
1.0;1.0;1.0
0.729;0.6;0.664
1.0;1.0;1.0
0.729;0.6;0.664
0.747;0.667;0.707
0.207;0.143;0.175
0.764;0.429;0.597
0.999;0.9;0.95
0.975;0.8;0.887
0.999;1.0;1.0
0.975;0.889;0.932
0.278;0.222;0.25
0.476;0.667;0.572
0.999;1.0;1.0
0.729;0.6;0.664
1.0;1.0;1.0
0.728;0.545;0.637
1.0;1.0;1.0
0.975;0.9;0.938
0.151;0.1;0.126
0.558;0.3;0.429
0.73;0.7;0.715
0.748;0.778;0.763
0.728;0.6;0.664
0.747;0.667;0.707
0.104;0.125;0.114
0.236;0.444;0.34
0.728;0.6;0.664
1.0;1.0;1.0
0.728;0.545;0.637
1.0;1.0;1.0
0.728;0.545;0.637
0.747;0.6;0.673
0.207;0.143;0.175
0.764;0.429;0.597
0.999;0.9;0.95
0.975;0.8;0.887
0.999;1.0;1.0
0.975;0.889;0.932
0.278;0.222;0.25
0.476;0.667;0.572
0.999;1.0;1.0
0.729;0.6;0.664
1.0;1.0;1.0
0.728;0.545;0.637
1.0;1.0;1.0
0.975;0.9;0.938
0.151;0.1;0.126
0.558;0.3;0.429
0.975;0.8;0.887
0.999;0.889;0.944
0.975;0.889;0.932
0.999;1.0;1.0
0.285;0.25;0.267
0.488;0.75;0.619
0.975;0.889;0.932
0.747;0.667;0.707
0.975;0.9;0.938
0.747;0.6;0.673
0.975;0.9;0.938
1.0;1.0;1.0
0.154;0.111;0.133
0.572;0.333;0.453
0.151;0.1;0.126
0.154;0.111;0.133
0.151;0.111;0.131
0.154;0.125;0.14
0.0;0.0;0.0
0.0;0.0;0.0
0.151;0.111;0.131
0.207;0.143;0.175
0.151;0.1;0.126
0.207;0.143;0.175
0.151;0.1;0.126
0.154;0.111;0.133
1.0;1.0;1.0
0.27;0.333;0.301
0.558;0.3;0.429
0.572;0.333;0.453
0.558;0.333;0.446
0.572;0.375;0.473
0.0;0.0;0.0
0.06;0.125;0.092
0.558;0.333;0.446
0.764;0.429;0.597
0.558;0.3;0.429
0.764;0.429;0.597
0.558;0.3;0.429
0.572;0.333;0.453
0.27;0.333;0.301
1.0;1.0;1.0
