id_transcript;block_sequence
ENSCAFT00000031718_90_90;0.1.2.3.5.6.7.8.11.12.13
ENSCAFT00000036937_90_90;0.1.2.3.5.6.7.8.11.13
ENST00000258180_90_90;0.1.2.3.4.5.6.7.9.11.12.13
ENST00000538274_90_90;0.1.2.3.4.5.6.7.9.11.13
ENST00000562564_90_90;7.13
ENST00000562580_90_90;2.3.4.5.6.7.9.11.13
ENST00000566428_90_90;0.1.2.3.4.5.6.7.9.11.12.13
ENST00000567328_90_90;0.1.2.3.4.5.6.7.8
ENSMUST00000034281_90_90;0.1.2.3.6.7.10.11.12.13
ENSMUST00000108948_90_90;0.1.2.3.6.7.8
ENSMUST00000108950_90_90;0.1.2.3.6.7.10.11.12.13
ENSMUST00000108951_90_90;0.1.2.3.6.7.10.11.13
ENSMUST00000132229_90_90;0
ENSMUST00000153725_90_90;0.1.2
