id_transcript;block_sequence
ENSCAFT00000027907_90_90;0.1.3.4.5.7.8.11.12.13.14.15.16.17
ENST00000344626_90_90;0.1.3.4.5.6.7.8.11.12.13.14.15.16.17
ENST00000413806_90_90;0.1.2.3.4.5.7.8.10.11.12.13.14.15.16.17
ENST00000429416_90_90;0.1.3.4.5.6.7.8.11.12.13.14.15.16.17
ENST00000444061_90_90;0.1.3.4.5.7.8.11.12.13.15.16.17
ENST00000450717_90_90;0.1.3.4.5.6.7.8.9.11.12.13.14.15.16.17
ENST00000541122_90_90;0.1.3.4.5.7.8.10.11.12.13.14.15.16.17
ENST00000586985_90_90;16.18
ENST00000589677_90_90;0.1.3.4.5.7.8.10.11.12.13.15.16.17
ENST00000590574_90_90;0.1.3.4.5.7.8.11.12.13.14.15.16.17
ENST00000592158_90_90;4.8.10.11
ENSMUST00000034707_90_90;0.1.3.4.5.7.8.11.12.13.14.15.16.17
ENSMUST00000098948_90_90;0.1.3.4.5.7.8.10.11.12.13.14.15.16.17
ENSMUST00000172996_90_90;1.3.4.5.6.7.8.10.11.12
ENSMUST00000174008_90_90;0.1.3.4.5.7.8.11.12.13.15.16.17
