id_transcript;block_sequence
ENSCAFT00000014390_90_90;0.1.2.3.4.5.6.7.10
ENST00000340417_90_90;0.1.2.3.4.5.6.7.10
ENST00000442461_90_90;0.3.4.5.6.7.10
ENST00000446851_90_90;0.3.4.5.6.7.10
ENST00000505397_90_90;0.1.2.3.4.5.6.7.10
ENST00000506560_90_90;0.1.2.7.10
ENST00000508171_90_90;0.1.2.4.5
ENST00000510557_90_90;0.3.4.5.6.7.10
ENST00000510877_90_90;0.3.5
ENSMUST00000046154_90_90;0.1.2.3.4.5.6.9.10
ENSMUST00000123572_90_90;0.1.2.3.4.5.6.9.10
ENSMUST00000134439_90_90;2.3.5
ENSMUST00000137750_90_90;0.3.4.5.6.9.10
ENSMUST00000139234_90_90;0.1.2.4.5
ENSMUST00000144030_90_90;0.3.4.5.6.7.8
ENSMUST00000149714_90_90;0.3.4.5.6.9.10
ENSMUST00000152387_90_90;0.1.2.9.10
ENSMUST00000154921_90_90;0.3.4.5.6.9.10
