id_transcript;recent-paralogs;ortho-orthologs;para-orthologs;#cluster
transcript59_ENSPEMG00000024651;null;transcript59_ENSMUGG00000013649|0.99;null;0
transcript59_ENSMUGG00000013649;null;transcript59_ENSPEMG00000024651|0.99;null;0
transcript39_ENSSTOG00000019743;null;transcript39_ENSPEMG00000024651|0.995;null;1
transcript39_ENSPEMG00000024651;null;transcript39_ENSSTOG00000019743|0.995;null;1
transcript37_ENSSTOG00000019743;null;transcript37_ENSCGRG00001010245|0.996&transcript37_ENSPEMG00000024651|0.996&transcript37_ENSMUGG00000013592|1.0&transcript37_ENSMUGG00000013649|1.0;null;2
transcript37_ENSCGRG00001010245;null;transcript37_ENSSTOG00000019743|0.996&transcript37_ENSPEMG00000024651|1.0&transcript37_ENSMUGG00000013592|0.998&transcript37_ENSMUGG00000013649|0.996;null;2
transcript37_ENSPEMG00000024651;null;transcript37_ENSSTOG00000019743|0.996&transcript37_ENSCGRG00001010245|1.0&transcript37_ENSMUGG00000013592|0.998&transcript37_ENSMUGG00000013649|0.996;null;2
transcript37_ENSMUGG00000013592;null;transcript37_ENSSTOG00000019743|1.0&transcript37_ENSCGRG00001010245|0.998&transcript37_ENSPEMG00000024651|0.998;transcript37_ENSMUGG00000013649|1.0;2
transcript37_ENSMUGG00000013649;null;transcript37_ENSSTOG00000019743|1.0&transcript37_ENSCGRG00001010245|0.996&transcript37_ENSPEMG00000024651|0.996;transcript37_ENSMUGG00000013592|1.0;2
transcript65_ENSCGRG00000018457;null;null;null;3
transcript54_ENSCGRG00015005362;null;transcript40_ENSSTOG00000019743|0.996&transcript26_ENSSTOG00000019743|0.996&transcript29_ENSSTOG00000019743|0.996;null;4
transcript40_ENSSTOG00000019743;transcript26_ENSSTOG00000019743|1.0&transcript29_ENSSTOG00000019743|1.0;transcript54_ENSCGRG00015005362|0.996;null;4
transcript26_ENSSTOG00000019743;transcript40_ENSSTOG00000019743|1.0&transcript29_ENSSTOG00000019743|1.0;transcript54_ENSCGRG00015005362|0.996;null;4
transcript29_ENSSTOG00000019743;transcript40_ENSSTOG00000019743|1.0&transcript26_ENSSTOG00000019743|1.0;transcript54_ENSCGRG00015005362|0.996;null;4
transcript51_ENSMUGG00000013592;null;transcript57_ENSPEMG00000024651|0.887;transcript57_ENSMUGG00000013649|0.899;5
transcript57_ENSPEMG00000024651;null;transcript51_ENSMUGG00000013592|0.887&transcript57_ENSMUGG00000013649|0.994;null;5
transcript57_ENSMUGG00000013649;null;transcript57_ENSPEMG00000024651|0.994;transcript51_ENSMUGG00000013592|0.899;5
transcript38_ENSCGRG00000018457;null;transcript38_ENSSTOG00000019743|1.0&transcript38_ENSCGRG00015005362|1.0&transcript38_ENSRNOG00000031503|1.0;null;6
transcript38_ENSSTOG00000019743;null;transcript38_ENSCGRG00000018457|1.0&transcript38_ENSCGRG00015005362|1.0&transcript38_ENSRNOG00000031503|1.0;null;6
transcript9_ENSPEMG00000024651;transcript33_ENSPEMG00000024651|1.0;transcript9_ENSCGRG00015005362|0.994&transcript33_ENSNGAG00000018584|0.991;null;6
transcript38_ENSCGRG00015005362;null;transcript38_ENSCGRG00000018457|1.0&transcript38_ENSSTOG00000019743|1.0&transcript38_ENSRNOG00000031503|1.0;null;6
transcript9_ENSCGRG00015005362;null;transcript9_ENSPEMG00000024651|0.994&transcript33_ENSPEMG00000024651|0.994&transcript33_ENSNGAG00000018584|1.0&transcript38_ENSRNOG00000031503|1.0;null;6
transcript33_ENSPEMG00000024651;transcript9_ENSPEMG00000024651|1.0;transcript9_ENSCGRG00015005362|0.994&transcript33_ENSNGAG00000018584|0.991;null;6
transcript33_ENSNGAG00000018584;null;transcript9_ENSPEMG00000024651|0.991&transcript9_ENSCGRG00015005362|1.0&transcript33_ENSPEMG00000024651|0.991;null;6
transcript38_ENSRNOG00000031503;null;transcript38_ENSCGRG00000018457|1.0&transcript38_ENSSTOG00000019743|1.0&transcript38_ENSCGRG00015005362|1.0&transcript9_ENSCGRG00015005362|1.0;null;6
transcript8_ENSCGRG00000018457;null;transcript8_ENSCGRG00015005362|0.995&transcript8_ENSNGAG00000018584|0.993&transcript8_ENSSTOG00000019743|1.0&transcript8_ENSPEMG00000024651|0.992;null;7
transcript8_ENSCGRG00015005362;null;transcript8_ENSCGRG00000018457|0.995&transcript8_ENSNGAG00000018584|0.985&transcript8_ENSSTOG00000019743|0.995&transcript8_ENSPEMG00000024651|0.986;null;7
transcript8_ENSNGAG00000018584;null;transcript8_ENSCGRG00000018457|0.993&transcript8_ENSCGRG00015005362|0.985&transcript8_ENSSTOG00000019743|0.993&transcript8_ENSPEMG00000024651|0.979;null;7
transcript8_ENSSTOG00000019743;null;transcript8_ENSCGRG00000018457|1.0&transcript8_ENSCGRG00015005362|0.995&transcript8_ENSNGAG00000018584|0.993&transcript8_ENSPEMG00000024651|0.992;null;7
transcript8_ENSPEMG00000024651;null;transcript8_ENSCGRG00000018457|0.992&transcript8_ENSCGRG00015005362|0.986&transcript8_ENSNGAG00000018584|0.979&transcript8_ENSSTOG00000019743|0.992;null;7
transcript56_ENSCGRG00000018457;null;transcript56_ENSPEMG00000024651|0.993;null;8
transcript56_ENSPEMG00000024651;null;transcript56_ENSCGRG00000018457|0.993;null;8
transcript58_ENSPEMG00000024651;null;transcript52_ENSCGRG00000018457|0.968&transcript52_ENSCGRG00001010245|0.951&transcript58_ENSMUGG00000013649|1.0;null;9
transcript52_ENSCGRG00000018457;null;transcript58_ENSPEMG00000024651|0.968&transcript52_ENSCGRG00001010245|1.0&transcript58_ENSMUGG00000013649|0.99;null;9
transcript52_ENSCGRG00001010245;null;transcript58_ENSPEMG00000024651|0.951&transcript52_ENSCGRG00000018457|1.0&transcript58_ENSMUGG00000013649|0.974;null;9
transcript58_ENSMUGG00000013649;null;transcript58_ENSPEMG00000024651|1.0&transcript52_ENSCGRG00000018457|0.99&transcript52_ENSCGRG00001010245|0.974;null;9
