;id_transcript;orthoorthologues;tsm_scores
0;ENSCAFT00000044457_90_90;ENSMUST00000223583_90_90:ENST00000295894_90_90:ENST00000460711_90_90;0.794:0.754:0.81
1;ENST00000295894_90_90;ENSCAFT00000044457_90_90:ENSMUST00000223583_90_90:ENST00000460711_90_90;0.754:0.607:0.889
2;ENST00000450542_90_90;;
3;ENST00000460711_90_90;ENSCAFT00000044457_90_90:ENSMUST00000223583_90_90:ENST00000295894_90_90;0.81:0.679:0.889
4;ENST00000465156_90_90;;
5;ENST00000468110_90_90;ENST00000498449_90_90;0.636
6;ENST00000472899_90_90;;
7;ENST00000478300_90_90;;
8;ENST00000479198_90_90;;
9;ENST00000498449_90_90;ENST00000468110_90_90;0.636
10;ENSMUST00000070323_90_90;ENSMUST00000112656_90_90;0.897
11;ENSMUST00000112656_90_90;ENSMUST00000070323_90_90;0.897
12;ENSMUST00000153954_90_90;;
13;ENSMUST00000223583_90_90;ENSCAFT00000044457_90_90:ENST00000295894_90_90:ENST00000460711_90_90;0.794:0.607:0.679
