;id_transcript;orthoorthologues;tsm_scores
0;ENSCAFT00000028733_90_90;ENSMUST00000112896_90_90:ENSMUST00000133634_90_90:ENST00000372068_90_90:ENST00000372073_90_90:ENSMUST00000087333_90_90;1.0:1.0:1.0:1.0:1.0
1;ENST00000288381_90_90;;
2;ENST00000372068_90_90;ENSMUST00000112896_90_90:ENSMUST00000133634_90_90:ENST00000372073_90_90:ENSMUST00000087333_90_90:ENSCAFT00000028733_90_90;1.0:1.0:1.0:1.0:1.0
3;ENST00000372072_90_90;ENSMUST00000112889_90_90:ENSMUST00000101198_90_90;1.0:1.0
4;ENST00000372073_90_90;ENSMUST00000112896_90_90:ENSMUST00000133634_90_90:ENST00000372068_90_90:ENSMUST00000087333_90_90:ENSCAFT00000028733_90_90;1.0:1.0:1.0:1.0:1.0
5;ENSMUST00000087333_90_90;ENSMUST00000112896_90_90:ENSMUST00000133634_90_90:ENST00000372068_90_90:ENST00000372073_90_90:ENSCAFT00000028733_90_90;1.0:1.0:1.0:1.0:1.0
6;ENSMUST00000101198_90_90;ENST00000372072_90_90:ENSMUST00000112889_90_90;1.0:1.0
7;ENSMUST00000112888_90_90;;
8;ENSMUST00000112889_90_90;ENST00000372072_90_90:ENSMUST00000101198_90_90;1.0:1.0
9;ENSMUST00000112891_90_90;;
10;ENSMUST00000112896_90_90;ENSMUST00000133634_90_90:ENST00000372068_90_90:ENST00000372073_90_90:ENSMUST00000087333_90_90:ENSCAFT00000028733_90_90;1.0:1.0:1.0:1.0:1.0
11;ENSMUST00000133634_90_90;ENSMUST00000112896_90_90:ENST00000372068_90_90:ENST00000372073_90_90:ENSMUST00000087333_90_90:ENSCAFT00000028733_90_90;1.0:1.0:1.0:1.0:1.0
12;ENSMUST00000151914_90_90;;
