id_transcript;blocks
transcript52_ENSMUSG00000054036;8|9|10|11|12|13|14|15|16|21|22|23
transcript57_ENSMUSG00000054036;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|21|22|23
transcript64_ENSMUSG00000054036;8|9|10|11|12|13|14|15|16|21|22|23
transcript67_ENSMUSG00000054036;0|1|2|3|8|9|10|11|12|13|14|15|16|21|22|23
transcript9_MGP-CAROLIEiJ-G0020234;0|1|2|8|9|10|11|12|13|17|18|19|20|21|22|23
transcript52_MGP-CAROLIEiJ-G0020234;8|9|10|11|12|13|21|22|23
transcript62_MGP-CAROLIEiJ-G0020234;8|9|10|11|12|13|23
transcript63_MGP-CAROLIEiJ-G0020234;0|1|2|8|9|10|11|12|17|18|19|20|21|22|23
transcript7_MGP-PahariEiJ-G0020237;0|1|2|3|4|5|6|8|9|10|11|12|13|14|16|22|23
transcript9_MGP-PahariEiJ-G0020237;0|1|2|3|4|5|6|8|9|10|11|12|13|14|16|17|18|19|20|21|22|23
transcript48_MGP-PahariEiJ-G0020237;0|1|2|3|4|5|6|8|9|10|11|12|13|14|16|21|22|23
transcript8_ENSRNOG00000031503;0|2|3|4|6|7|8|10|12|13|14|15|16|18|20|21|22|23
transcript40_ENSRNOG00000031503;0|2|3|4|6|7|8|10|12|13|14|15|16|17|18|20|21|22|23
transcript49_ENSRNOG00000031503;8|10|12|13|14|15|16|17|18|20|21|22|23
transcript53_ENSRNOG00000031503;0|2|3|4|6|7|17|18|20|21|22|23
transcript54_ENSRNOG00000031503;0|2|3|4|6|7|8|10|12|13|14|15|16|21|22|23
transcript55_ENSRNOG00000031503;0|2|3|4|6|7|8|10|12|13|14|15|16|21|22|23
transcript41_ENSMUGG00000013649;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23
