id_transcript;group
ENSMUST00000034012;1
ENSMUST00000149992;1
ENSMUST00000132032;1
ENST00000361272;1
ENSCAFT00000011068;1
ENST00000523917;2
ENSMUST00000135269;3
ENSMUST00000065512;4
ENST00000272430;4
ENSCAFT00000013561;4
ENST00000233330;5
ENSMUST00000121093;6
ENSMUST00000087938;6
ENST00000305557;6
ENST00000396028;7
ENST00000536386;7
ENSCAFT00000018772;7
ENSMUST00000204655;8
ENSMUST00000171349;8
ENST00000333957;8
ENST00000542676;9
ENST00000446597;9
ENST00000545552;10
ENSMUST00000111758;11
ENSMUST00000087485;11
ENSMUST00000203187;12
ENST00000272322;13
ENSMUST00000006221;13
ENSCAFT00000005085;13
ENSMUST00000109578;14
ENST00000409558;14
ENST00000445726;15
ENSMUST00000108049;15
ENSMUST00000108052;15
ENSCAFT00000003036;15
ENST00000297620;16
ENST00000522677;17
ENSMUST00000088658;17
ENSCAFT00000043735;17
ENSMUST00000115468;18
ENST00000524176;18
ENST00000397601;19
ENST00000343600;19
ENSCAFT00000008903;19
ENSMUST00000167459;20
ENSMUST00000088419;20
ENST00000345429;20
ENST00000376673;21
ENST00000360244;22
ENST00000369109;22
ENSMUST00000015894;22
ENSMUST00000056710;22
ENSCAFT00000018712;22
ENST00000414276;23
ENST00000397463;24
ENSMUST00000159417;24
ENSCAFT00000008032;24
ENSMUST00000027582;25
ENSMUST00000159529;25
ENSMUST00000162899;25
ENST00000345008;25
ENST00000274000;26
ENST00000309703;26
ENSMUST00000051737;26
ENSMUST00000200409;26
ENSCAFT00000018483;26
ENST00000368694;27
ENSMUST00000076639;27
ENSCAFT00000048830;27
ENST00000368690;27
ENSMUST00000107346;27
ENSCAFT00000027787;27
ENST00000403433;28
ENST00000614256;29
ENSMUST00000107344;30
ENSMUST00000001043;30
ENSMUST00000049937;31
ENSMUST00000107343;32
ENSMUST00000107342;32
ENST00000359530;33
ENSMUST00000044369;33
ENST00000396774;33
ENSCAFT00000011155;33
ENSMUST00000192698;34
ENST00000355221;34
ENST00000278422;35
ENSMUST00000111664;35
ENSMUST00000053664;35
ENSMUST00000111665;35
ENST00000378312;35
ENSCAFT00000012435;35
ENSCAFT00000005583;36
ENST00000272238;36
ENST00000381661;36
ENSMUST00000020884;36
ENSMUST00000095820;36
ENSCAFT00000005580;36
ENST00000373836;37
ENST00000373839;37
ENSMUST00000084170;37
ENSMUST00000102568;37
ENSCAFT00000042737;37
ENST00000355621;38
ENST00000473814;38
ENSMUST00000094543;38
ENSMUST00000102993;38
ENSCAFT00000002348;38
ENSMUST00000080008;39
ENST00000524782;39
ENSCAFT00000014154;39
ENST00000426335;40
ENSMUST00000028691;41
ENST00000611405;42
ENSMUST00000199243;42
ENSMUST00000040873;42
ENST00000614484;42
ENST00000618262;42
ENSCAFT00000022237;42
ENST00000618411;43
ENSMUST00000197466;44
ENSMUST00000026252;45
ENST00000361198;45
ENSMUST00000070748;45
ENST00000304523;45
ENSMUST00000056931;45
ENSMUST00000199261;45
ENST00000515064;45
ENSCAFT00000024036;45
ENSMUST00000199256;46
ENSMUST00000199534;46
ENST00000441778;46
ENST00000502640;47
ENSMUST00000185355;48
ENSMUST00000156585;48
ENST00000425280;48
ENST00000330622;49
