id_transcript;group
ENSMUST00000132032;1
ENSMUST00000034012;1
ENST00000361272;1
ENSMUST00000149992;1
ENSCAFT00000011068;1
ENST00000523917;2
ENSMUST00000135269;3
ENSMUST00000065512;4
ENST00000272430;4
ENSCAFT00000013561;4
ENST00000233330;5
ENSMUST00000087938;6
ENSMUST00000121093;6
ENST00000305557;6
ENST00000446597;7
ENSMUST00000203187;7
ENST00000542676;7
ENSCAFT00000018772;7
ENSMUST00000171349;8
ENSMUST00000204655;8
ENST00000333957;8
ENST00000396028;9
ENST00000536386;10
ENST00000545552;11
ENSMUST00000111758;12
ENSMUST00000087485;12
ENST00000272322;13
ENST00000409558;13
ENSMUST00000006221;13
ENSMUST00000109578;13
ENSCAFT00000005085;13
ENSMUST00000108052;14
ENST00000445726;14
ENSCAFT00000003036;14
ENST00000297620;15
ENSMUST00000108049;16
ENSMUST00000088658;17
ENST00000522677;17
ENSCAFT00000043735;17
ENSMUST00000115468;18
ENST00000524176;18
ENST00000343600;19
ENST00000397601;19
ENSCAFT00000008903;19
ENSMUST00000167459;20
ENSMUST00000088419;20
ENST00000345429;20
ENST00000376673;21
ENSMUST00000056710;22
ENST00000369109;22
ENSCAFT00000018712;22
ENSMUST00000015894;23
ENST00000360244;23
ENST00000414276;24
ENSMUST00000159417;25
ENST00000397463;25
ENSCAFT00000008032;25
ENSMUST00000159529;26
ENSMUST00000162899;26
ENSMUST00000027582;26
ENST00000345008;26
ENSMUST00000051737;27
ENST00000274000;27
ENSCAFT00000018483;27
ENSMUST00000200409;28
ENST00000309703;28
ENSMUST00000107346;29
ENSCAFT00000048830;29
ENST00000403433;29
ENSMUST00000076639;29
ENSCAFT00000027787;29
ENST00000368694;30
ENST00000368690;30
ENST00000614256;31
ENSMUST00000107344;32
ENSMUST00000001043;32
ENSMUST00000049937;33
ENSMUST00000107343;34
ENSMUST00000107342;34
ENSMUST00000044369;35
ENST00000359530;35
ENST00000396774;35
ENSCAFT00000011155;35
ENSMUST00000192698;36
ENST00000355221;36
ENSMUST00000053664;37
ENSMUST00000111665;37
ENST00000278422;37
ENSCAFT00000012435;37
ENSMUST00000111664;38
ENST00000378312;38
ENST00000381661;39
ENSCAFT00000005580;39
ENST00000272238;40
ENSMUST00000095820;40
ENSMUST00000020884;40
ENSCAFT00000005583;40
ENST00000373839;41
ENSMUST00000102568;41
ENSCAFT00000042737;41
ENST00000373836;42
ENSMUST00000084170;43
ENSMUST00000102993;44
ENST00000355621;44
ENSCAFT00000002348;44
ENSMUST00000094543;45
ENST00000473814;45
ENSMUST00000028691;46
ENSCAFT00000014154;46
ENST00000426335;47
ENSMUST00000080008;48
ENST00000524782;48
ENSMUST00000040873;49
ENST00000611405;49
ENST00000614484;49
ENSCAFT00000022237;49
ENST00000618411;50
ENST00000618262;50
ENSMUST00000199243;51
ENSMUST00000197466;51
ENST00000304523;52
ENST00000515064;52
ENST00000361198;52
ENST00000425280;52
ENSMUST00000026252;52
ENSMUST00000056931;52
ENSMUST00000156585;52
ENSMUST00000185355;52
ENSMUST00000070748;52
ENSMUST00000199261;52
ENSCAFT00000024036;52
ENSMUST00000199534;53
ENST00000441778;53
ENST00000502640;54
ENSMUST00000199256;55
ENST00000330622;56
ENST00000622495;56
ENSMUST00000035579;56
ENSMUST00000202447;56
ENSCAFT00000014796;56
ENSMUST00000058735;57
ENST00000376395;57
ENSCAFT00000002236;57
ENSMUST00000076454;58
ENST00000257468;58
ENSMUST00000026469;59
ENST00000300131;59
ENSCAFT00000000260;59
ENSMUST00000099157;60
ENST00000342556;60
ENST00000246194;61
ENSMUST00000116389;61
ENSMUST00000029120;61
ENSCAFT00000039408;61
ENSMUST00000109701;62
ENSMUST00000058089;62
ENST00000375114;62
ENST00000612423;63
ENST00000619236;63
ENST00000621218;63
ENSMUST00000033800;63
ENSMUST00000113085;63
ENSCAFT00000028257;63
ENST00000488423;64
ENSMUST00000022461;64
ENSMUST00000067955;64
ENSCAFT00000009475;64
ENSMUST00000124303;65
ENST00000383775;65
ENST00000372073;66
ENSMUST00000087333;66
ENSMUST00000133634;66
ENSMUST00000112896;66
ENST00000372068;66
ENSCAFT00000028733;66
ENSMUST00000101198;67
ENSMUST00000112889;67
ENST00000372072;67
ENSMUST00000106153;68
ENST00000342203;68
ENSCAFT00000032340;68
ENST00000605755;69
ENST00000437941;69
ENSMUST00000106149;70
ENSMUST00000106151;70
ENSMUST00000039021;70
ENST00000423158;71
ENSMUST00000112244;71
ENSMUST00000204542;71
ENSCAFT00000024266;71
ENSMUST00000050484;72
ENST00000331010;72
ENSMUST00000057551;73
ENSCAFT00000023830;73
ENST00000429429;74
ENST00000488267;75
ENST00000489418;76
