id_transcript;block_sequence
ENSCAFT00000013561_90_90;0.2.3.9.10.11.12.13.14.18.19.20.21
ENSCAFT00000013564_90_90;3.9.10.11.12.13.14.15.17.18
ENST00000233330_90_90;10.11.12.13.14.18.19.21
ENST00000272430_90_90;1.2.8.9.10.11.12.13.14.18.19.21
ENST00000305557_90_90;4.7.8.9.10.11.12.13.14.18.19.21
ENST00000640304_90_90;14.15.16
ENSMUST00000065512_90_90;1.2.8.9.10.11.12.13.14.18.19.20.21
ENSMUST00000087938_90_90;4.5.8.9.10.11.12.13.14.18.19.20.21
ENSMUST00000121093_90_90;4.5.8.9.10.11.12.13.14.18.19.20.21
ENSMUST00000129316_90_90;10
ENSMUST00000130622_90_90;6.8.9.10.11
ENSMUST00000135490_90_90;10.11.12
ENSMUST00000213056_90_90;14.15.16
