id_transcript;blocks
transcript5_ENSHGLG00100003156;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25
transcript18_ENSHGLG00100003156;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25
transcript33_ENSHGLG00100003156;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|24|25
transcript34_ENSHGLG00100003156;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|25
transcript35_ENSHGLG00100003156;0|22|23|24|25
transcript36_ENSHGLG00100003156;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|23|24|25
transcript5_ENSHGLG00100006079;0|1|3|5|7|9|11|13|15|17|19|21|22|23|24|25
transcript30_ENSHGLG00100006079;0|22|23|24|25
transcript5_ENSPCIG00000036398;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25
transcript5_ENSXMAG00000026005;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25
transcript7_ENSXMAG00000026005;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25
