id_transcript;recent-paralogs;ortho-orthologs;para-orthologs;#cluster
transcript40_ENSRNOG00000031503;null;transcript32_ENSSTOG00000019743|0.959&transcript25_ENSSTOG00000019743|0.959&transcript27_ENSNGAG00000018584|0.975;null;0
transcript47_ENSRNOG00000031503;null;transcript47_ENSMUGG00000013649|0.941;null;0
transcript32_ENSSTOG00000019743;transcript7_ENSSTOG00000019743|1.0&transcript25_ENSSTOG00000019743|1.0;transcript40_ENSRNOG00000031503|0.959&transcript47_ENSMUGG00000013649|1.0&transcript20_ENSMUGG00000013649|1.0&transcript19_ENSPEMG00000024651|0.953&transcript38_ENSPEMG00000024651|0.953&transcript27_ENSNGAG00000018584|1.0;null;0
transcript7_ENSSTOG00000019743;transcript32_ENSSTOG00000019743|1.0&transcript25_ENSSTOG00000019743|1.0;transcript20_ENSMUGG00000013649|1.0;null;0
transcript25_ENSSTOG00000019743;transcript32_ENSSTOG00000019743|1.0&transcript7_ENSSTOG00000019743|1.0;transcript40_ENSRNOG00000031503|0.959&transcript20_ENSMUGG00000013592|1.0&transcript19_ENSPEMG00000024651|0.953&transcript38_ENSPEMG00000024651|0.953&transcript27_ENSNGAG00000018584|1.0;null;0
transcript24_ENSSTOG00000019743;null;transcript47_ENSMUGG00000013649|1.0&transcript47_ENSPEMG00000024651|0.926&transcript27_ENSNGAG00000018584|1.0;null;0
transcript47_ENSMUGG00000013649;transcript20_ENSMUGG00000013649|1.0;transcript47_ENSRNOG00000031503|0.941&transcript32_ENSSTOG00000019743|1.0&transcript24_ENSSTOG00000019743|1.0;transcript20_ENSMUGG00000013592|1.0;0
transcript20_ENSMUGG00000013649;transcript47_ENSMUGG00000013649|1.0;transcript32_ENSSTOG00000019743|1.0&transcript7_ENSSTOG00000019743|1.0;transcript20_ENSMUGG00000013592|1.0;0
transcript20_ENSMUGG00000013592;null;transcript25_ENSSTOG00000019743|1.0&transcript27_ENSNGAG00000018584|1.0;transcript47_ENSMUGG00000013649|1.0&transcript20_ENSMUGG00000013649|1.0;0
transcript47_ENSPEMG00000024651;transcript19_ENSPEMG00000024651|1.0&transcript38_ENSPEMG00000024651|1.0;transcript24_ENSSTOG00000019743|0.926;null;0
transcript19_ENSPEMG00000024651;transcript47_ENSPEMG00000024651|1.0&transcript38_ENSPEMG00000024651|1.0;transcript32_ENSSTOG00000019743|0.953&transcript25_ENSSTOG00000019743|0.953;null;0
transcript38_ENSPEMG00000024651;transcript47_ENSPEMG00000024651|1.0&transcript19_ENSPEMG00000024651|1.0;transcript32_ENSSTOG00000019743|0.953&transcript25_ENSSTOG00000019743|0.953;null;0
transcript27_ENSNGAG00000018584;null;transcript40_ENSRNOG00000031503|0.975&transcript32_ENSSTOG00000019743|1.0&transcript25_ENSSTOG00000019743|1.0&transcript24_ENSSTOG00000019743|1.0&transcript20_ENSMUGG00000013592|1.0;null;0
