id_transcript;block_sequence
ENSCAFT00000005545_90_90;0.1.3.5.6.7.9.10.11.12.13.14
ENST00000369254_90_90;0.2.3.5.6.11
ENST00000369261_90_90;0.2.3.5.6.7.9.10.11.12.13.14
ENST00000447886_90_90;5.6.7.8.9
ENST00000536676_90_90;0.5.6.7.9.10.11.12.13.14
ENST00000539200_90_90;0.7.9.10.11.12.13.14
ENST00000544166_90_90;6.11.12.13.14
ENST00000620278_90_90;13.14
ENSMUST00000084781_90_90;0.1.3.7.9.10.11.12.13.14
ENSMUST00000108214_90_90;0.1.3.5.6.7.14
ENSMUST00000108218_90_90;0.1.3.5.6.7.9.10.11.12.13.14
ENSMUST00000140652_90_90;0.1.3.5.6.11
ENSMUST00000150920_90_90;1.3.4
