id_transcript;block_sequence
ENSCAFT00000027249_90_90;0.3.4.5.6.7.8.9.10.11
ENSCAFT00000027252_90_90;0.3.4.5.6.7.8.9.11
ENST00000327028_90_90;2.3.4.8.9.10.11
ENST00000343765_90_90;2.3.4.5.6.7.8.9.10.11
ENST00000448935_90_90;2.3.4.8.9.10.11
ENST00000553888_90_90;2.3.4.5.6.7.8.9.10.11
ENST00000556412_90_90;1.2.3.4.5.6.7.8.9.10.11
ENST00000557466_90_90;2.3
ENST00000557658_90_90;2.3.4.5.6.7.8.9.10.11
ENSMUST00000021426_90_90;2.3.4.5.7.8.10.11
ENSMUST00000072744_90_90;2.3.4.5.7.8.9.10.11
ENSMUST00000179379_90_90;2.3.4.5.7.8.10.11
