nº dataset;homogeneity;completeness;v_measure
1;0.9060982619932636;0.6879244954002228;0.7820806657540909
2;1.0;1.0;1.0
3;1.0;1.0;1.0
4;0.49931915936140964;0.7747199911055349;0.6072537638384464
5;0.09710955870459748;0.5220546153779007;0.16375783819911854
6;0.1885276740837725;0.5007689593386585;0.2739279508408993
7;0.0;1.0;0.0
8;0.9491132589845684;0.7885967787924981;0.8614413710839169
9;0.5018265434906489;0.5978467249425142;0.545644536658738
10;1.0;1.0;1.0
11;0.0;1.0;0.0
12;0.4599321508407179;0.617680407496418;0.5272601477294949
13;0.0;1.0;0.0
14;0.5363507153309219;0.5784013186968823;0.5565829019580576
15;0.0;1.0;0.0
16;0.7449942445747684;0.7003963778325133;0.7220072723831567
17;1.0;1.0;1.0
18;1.0;1.0;1.0
20;0.625;0.7142857142857142;0.6666666666666666
21;0.0;1.0;0.0
22;0.818181818181818;0.6666666666666665;0.7346938775510202
23;1.0;1.0;1.0
24;0.1873836381134316;0.33795046458279543;0.24108995487112675
25;1.0;1.0;1.0
27;0.17606518336876079;0.23679725954056519;0.20196437645642723
28;0.5544707220472659;0.9999999999999998;0.7133884404294446
29;0.1962110047417729;0.5735567610147995;0.29239506604837295
30;0.2917595942166745;0.6838852607427317;0.40902196152792897
31;1.0;1.0;1.0
32;0.0;1.0;0.0
33;0.9999999999999999;0.6666666666666666;0.7999999999999999
34;0.09561074234849316;0.5972453356010594;0.164833857184262
36;0.06670134009842019;0.6410483937064887;0.12083024517236743
37;0.0;1.0;0.0
38;0.6015780110352706;0.6833725156443707;0.6398719175901846
39;0.0;1.0;0.0
40;0.10780903163246963;0.5972453356010596;0.18264815954776645
41;0.0;1.0;0.0
42;1.0;0.7082316448032829;0.829198600737597
43;1.0;0.0;0.0
44;0.27042604148637756;0.3822174912314293;0.3167473757386074
45;1.0;1.0;1.0
46;0.19980856844936554;0.48719717623270153;0.2833925948630292
47;1.0;1.0;1.0
48;0.0;1.0;0.0
49;0.0;1.0;0.0
50;0.19577296995409904;0.5584331011203426;0.2899104393876365
