nº dataset;homogeneity;completeness;v_measure
1;0.25937645082779703;0.5800270433870901;0.3584577784932835
2;1.0;1.0;1.0
3;1.0;1.0;1.0
4;0.49931915936140964;0.7747199911055349;0.6072537638384464
5;0.32142922004449953;0.6599406868837874;0.4323022720854389
6;0.11203931015887286;0.5863039173675811;0.18812836970720165
7;0.0;1.0;0.0
8;0.9491132589845684;0.7885967787924981;0.8614413710839169
9;0.5018265434906489;0.5978467249425142;0.545644536658738
10;1.0;1.0;1.0
11;0.0;1.0;0.0
12;0.550338815621823;0.6988751861265723;0.6157762267506909
13;1.0;1.0;1.0
14;0.3538864818770184;0.6718555092427256;0.4635874996909332
15;0.43253806776631243;0.43253806776631243;0.43253806776631243
16;0.7066160078584601;0.7573767306522002;0.731116361140958
17;1.0;1.0;1.0
18;1.0;1.0;1.0
20;0.8278195311147832;0.7680502228963819;0.7968156220676633
21;0.0;1.0;0.0
22;0.8919343749508301;0.6855626757536674;0.7752495212778816
23;1.0;1.0;1.0
24;0.1873836381134316;0.33795046458279543;0.24108995487112675
25;1.0;0.0;0.0
27;0.020570659450692717;0.020570659450692717;0.020570659450692717
28;0.5544707220472659;0.9999999999999998;0.7133884404294446
29;0.1962110047417729;0.5735567610147995;0.29239506604837295
30;0.392685696435977;0.6859133099504785;0.499441116147485
31;1.0;1.0;1.0
32;0.0;1.0;0.0
33;0.9999999999999999;0.6666666666666666;0.7999999999999999
34;0.09561074234849316;0.5972453356010594;0.164833857184262
36;0.21369559456061868;0.6037671461786004;0.3156654679138795
37;0.0;1.0;0.0
38;0.5606356898238536;0.667928149907656;0.6095969081396446
39;0.0;1.0;0.0
40;0.3635071533092193;0.5125635737870975;0.4253549852416501
41;1.0;1.0;1.0
42;1.0;0.7082316448032829;0.829198600737597
43;1.0;0.0;0.0
44;0.27042604148637756;0.3822174912314293;0.3167473757386074
45;1.0;1.0;1.0
46;0.7103099178571525;0.7715561736794712;0.739667376800759
47;1.0;1.0;1.0
48;0.0;1.0;0.0
49;0.0;1.0;0.0
50;0.19577296995409904;0.5584331011203426;0.2899104393876365
