nº dataset;homogeneity;completeness;v_measure
1;0.4529526796865327;0.5881734515673732;0.5117818735123968
2;1.0;1.0;1.0
3;1.0;1.0;1.0
4;0.49931915936140964;0.7747199911055349;0.6072537638384464
5;0.44463365429065393;0.7285944835514993;0.5522500139032641
6;0.2885054984878304;0.5193533002096921;0.3709467124944902
7;0.0;1.0;0.0
8;0.9491132589845684;0.7885967787924981;0.8614413710839169
9;0.5018265434906489;0.5978467249425142;0.545644536658738
10;1.0;1.0;1.0
11;0.0;1.0;0.0
12;0.7041247396977804;0.7362631901946826;0.7198354226469987
13;0.31127812445913283;0.3836885465963443;0.34371101848545077
14;0.3538864818770184;0.6718555092427256;0.4635874996909332
15;0.43253806776631243;0.43253806776631243;0.43253806776631243
16;0.7989347147619842;0.7792227593531373;0.788955631096206
17;1.0;1.0;1.0
18;1.0;1.0;1.0
20;0.8278195311147832;0.7680502228963819;0.7968156220676633
21;0.0;1.0;0.0
22;0.8464798294962845;0.6741793221851995;0.750568195459468
23;1.0;1.0;1.0
24;0.1873836381134316;0.33795046458279543;0.24108995487112675
25;1.0;0.0;0.0
27;0.43253806776631243;0.3063371471741693;0.3586599605575701
28;0.5544707220472659;0.9999999999999998;0.7133884404294446
29;0.1962110047417729;0.5735567610147995;0.29239506604837295
30;0.46562559499014566;0.7214076053383848;0.5659586359895145
31;1.0;1.0;1.0
32;0.0;1.0;0.0
33;0.9999999999999999;0.6666666666666666;0.7999999999999999
34;0.09561074234849316;0.5972453356010594;0.164833857184262
36;0.44705392106792174;0.7612079009349016;0.5632901258052574
37;0.0;1.0;0.0
38;0.5606356898238536;0.667928149907656;0.6095969081396446
39;0.0;1.0;0.0
40;0.581611445294751;0.627210549575059;0.6035509542192822
41;1.0;1.0;1.0
42;1.0;0.7082316448032829;0.829198600737597
43;1.0;0.0;0.0
44;0.27042604148637756;0.3822174912314293;0.3167473757386074
45;1.0;1.0;1.0
46;0.7103099178571525;0.7715561736794712;0.739667376800759
47;1.0;1.0;1.0
48;1.0;1.0;1.0
49;1.0;1.0;1.0
50;0.7867682067666079;0.8355911739407803;0.8104450559218793
