id_transcript;block_sequence
ENSCAFT00000027907_90_90;0.2.3.5.6.7.10.11.12.17.18.19.20.21.22.23.24
ENST00000344626_90_90;1.2.3.5.6.7.8.9.10.11.12.13.18.19.20.21.22.23.24
ENST00000413806_90_90;1.2.3.4.5.6.7.8.11.12.13.16.17.18.19.20.21.22.23.24
ENST00000429416_90_90;1.2.3.5.6.7.8.9.10.11.12.13.18.19.20.21.22.23.24
ENST00000444061_90_90;1.2.3.5.6.7.8.11.12.13.18.19.20.22.23.24
ENST00000450717_90_90;1.2.3.5.6.7.8.9.10.11.12.13.14.15.18.19.20.21.22.23.24
ENST00000541122_90_90;1.2.3.5.6.7.8.11.12.13.16.17.18.19.20.21.22.23.24
ENST00000586985_90_90;23.25
ENST00000589677_90_90;1.2.3.5.6.7.8.11.12.13.16.17.18.19.20.22.23.24
ENST00000590574_90_90;1.2.3.5.6.7.8.11.12.13.18.19.20.21.22.23.24
ENST00000592158_90_90;6.12.13.16.17.18
ENSMUST00000034707_90_90;1.2.3.5.6.7.8.11.12.15.18.19.20.21.22.23.24
ENSMUST00000098948_90_90;1.2.3.5.6.7.8.11.12.15.16.17.18.19.20.21.22.23.24
ENSMUST00000172996_90_90;3.5.6.7.8.9.10.11.12.15.16.17.18.19
ENSMUST00000174008_90_90;1.2.3.5.6.7.8.11.12.15.18.19.20.22.23.24
