id_transcript;recent-paralogs;ortho-orthologs;para-orthologs;#cluster
transcript47_ENSMUGG00000013649;null;transcript8_ENSMSIG00000000513|0.181&transcript8_ENSMUSG00000054036|0.181;null;0
transcript8_ENSMSIG00000000513;null;transcript47_ENSMUGG00000013649|0.181&transcript54_ENSMUGG00000013592|0.168&transcript8_ENSMUSG00000054036|1.0;null;0
transcript54_ENSMUGG00000013592;null;transcript8_ENSMSIG00000000513|0.168&transcript8_ENSMUSG00000054036|0.168;null;0
transcript8_ENSMUSG00000054036;null;transcript47_ENSMUGG00000013649|0.181&transcript8_ENSMSIG00000000513|1.0&transcript54_ENSMUGG00000013592|0.168;null;0
transcript28_ENSMUGG00000013592;null;transcript42_ENSRNOG00000031503|0.665&transcript25_ENSPEMG00000024651|0.865;transcript7_ENSMUGG00000013649|0.942;1
transcript8_ENSRNOG00000031503;transcript42_ENSRNOG00000031503|0.801;transcript47_MGP-SPRETEiJ-G0021131|0.05;null;1
transcript42_ENSRNOG00000031503;transcript8_ENSRNOG00000031503|0.801;transcript28_ENSMUGG00000013592|0.665&transcript25_ENSPEMG00000024651|0.768&transcript7_ENSMUGG00000013649|0.721&transcript42_ENSMUSG00000054036|0.129;null;1
transcript25_ENSPEMG00000024651;null;transcript28_ENSMUGG00000013592|0.865&transcript42_ENSRNOG00000031503|0.768&transcript7_ENSMUGG00000013649|0.919;null;1
transcript7_ENSMUGG00000013649;transcript44_ENSMUGG00000013649|0.972;transcript42_ENSRNOG00000031503|0.721&transcript25_ENSPEMG00000024651|0.919;transcript28_ENSMUGG00000013592|0.942;1
transcript44_ENSMUGG00000013649;transcript7_ENSMUGG00000013649|0.972;null;null;1
transcript42_ENSMUSG00000054036;null;transcript42_ENSRNOG00000031503|0.129;null;1
transcript47_MGP-SPRETEiJ-G0021131;null;transcript8_ENSRNOG00000031503|0.05&transcript47_ENSMUSG00000054036|1.0;null;1
transcript47_ENSMUSG00000054036;null;transcript47_MGP-SPRETEiJ-G0021131|1.0;null;1
transcript54_ENSMUSG00000054036;null;null;null;2
transcript55_ENSMUSG00000054036;null;null;null;3
transcript48_ENSMUGG00000013649;null;null;null;4
transcript52_ENSMUGG00000013592;transcript7_ENSMUGG00000013592|0.992;null;null;5
transcript7_ENSMUGG00000013592;transcript52_ENSMUGG00000013592|0.992;null;null;5
transcript53_ENSMUGG00000013592;null;null;null;6
