id_transcript;block_sequence
ENSCAFT00000015568_90_90;0.1.2.7.8.9.10.11.12.13.14.15.20
ENST00000311559_90_90;0.1.2.3.4.7.8.9.10.11.12.13.14.19.20
ENST00000398568_90_90;0.1.2.3.8.9.10.11.12.13.14.19.20
ENST00000427738_90_90;0.1.2.3.4.7.8.9.10.11.12.13.14.19.20
ENST00000562884_90_90;13.14.15.16.17
ENST00000564326_90_90;0.1.2.3.8.9.10.11.12.13.14.19.20
ENST00000564634_90_90;0
ENST00000566024_90_90;14.15.16.21
ENST00000566206_90_90;0.1.2.3.8.9.10.11.12.13.14.18
ENST00000566679_90_90;0.1.2.3
ENST00000568704_90_90;0.1.2.3.8.9.10.12.13.14.19.20
ENST00000569418_90_90;0.1.2.3.8.9.10.11.12.13.14.19.20
ENST00000569681_90_90;0.1
ENSMUST00000043526_90_90;0.1.2.3.6.7.8.10.11.12.13.14.15.20
ENSMUST00000098519_90_90;0.1.2.3.4.5.8.10.11.12.13.14.15.20
ENSMUST00000109626_90_90;0.1.2.3.8.10.11.12.13.14.15.20
ENSMUST00000209206_90_90;0.1.2.3.8.10.12.13.14.15.20
ENSMUST00000209532_90_90;0.1.2.3.4.5.8.10.11.12.13.14.15.20
ENSMUST00000209559_90_90;0.1.2.3.8.10.11.12.13.14.15.20
ENSMUST00000211554_90_90;0.1.2.3.8.10.11.12.13.14.15.20
