id_transcript;block_sequence
ENSCAFT00000023912_90_90;0.1.2.5.6.7.8.11.12.13.14.15
ENST00000336604_90_90;0.1.4.5.6.7.8.11.13.15
ENST00000356896_90_90;0.1.4.5.6.7.8.11.12.13.15
ENST00000396840_90_90;0.1.4.5.6.11.13.15
ENST00000436152_90_90;6.7.8.11.12.13.15
ENST00000465801_90_90;6.7.8.11.13.15
ENST00000487279_90_90;0.1.3
ENST00000615885_90_90;6.7.8.11.12.13.15
ENST00000619571_90_90;0.1.4.5.6.7.8.10.11.12.13.15
ENSMUST00000117675_90_90;0.1.2.5.6.7.8.11.13.15
ENSMUST00000119527_90_90;0.1.2.5.6.11.13.15
ENSMUST00000144364_90_90;0.1.2.5.6.9
ENSMUST00000148835_90_90;1.2.5.6.8.11.12.13.15
