id_transcript;block_sequence
ENSCAFT00000020758_90_90;1.2.7.8.9.10.13.16.17.18.21.23.24.25.26.27.30.31.34.35.36.37.38
ENST00000379697_90_90;1.6.7.8.9.12.13.14.15.16.17.18.21.22.23.24.25.26.27.28
ENST00000379698_90_90;3.4.6.7.8.9.12.13.14.17.18.21.22.23.24.25.26.29.30.31.34.35.36.38
ENST00000379716_90_90;19.21.22.23.24.25.26.29.30.31.34.35.36.38
ENST00000379726_90_90;9.12.13.14.15.16.17.18.21.22.23.24.25.26.29.30.31.34.35.36.38
ENST00000397821_90_90;1.6.7.8.9.12.13.14.17.18.21.22.23.24.25.26.29.30.31.34.35.36.38
ENST00000431164_90_90;11.12.13.14.17
ENST00000432234_90_90;0.6.7.8.9.12.13.14.17.18.21.22.23
ENSMUST00000073094_90_90;1.6.7.8.9.10.13.14.15.16.17.18.21.22.23.24.25.26.27.30.33.34.35.36.38
ENSMUST00000080394_90_90;3.5.6.7.8.9.10.13.14.17.18.21.22.23.24.25.26.27.30.33.34.35.36.38
ENSMUST00000112451_90_90;19.21.22.23.24.25.26.27.30.33.34.35.36.38
ENSMUST00000112453_90_90;19.20.21.22.23.24.25.26.27.30.33.34.35.36.38
ENSMUST00000112456_90_90;1.6.7.8.9.10.13.14.17.18.21.22.23.24.25.26.27.30.33.34.35.36.38
ENSMUST00000123433_90_90;8.9.10.13.14.17.18.21.22.23.24
ENSMUST00000141354_90_90;3.5.6.7.8.9.10.13.14.17.18.21.22.23.24.25.26.27.30.31.32
ENSMUST00000152426_90_90;26.27.30.33.34.36.38
