id_transcript;blocks
transcript24_ENSAPOG00000023408;0|1|3|4|5|6|7|8|9|47|48|49|50|51|52|53|54|55
transcript7_ENSAPOG00000023408;0|1|2|3|4|5|6|7|8|9|47|48|49|50|51|52|53|54|55
transcript20_ENSAPOG00000016134;0|1|2|3|4|5|6|7|8|9|11|12|20|22|24|26|28|30|32|36|37|38|44|45|46|47|48|49|50|51|52|53|54|55
transcript23_ENSAPOG00000023408;0|1|2|3|4|5|6|7|8|9|11|12|20|22|24|26|28|30|32|33|35|36|37|38|45|48|50
transcript22_ENSAPOG00000023408;1|2|3|4|5|6|7|8|9|11|44|45|46|47|48|49|50|51
transcript12_ENSAPOG00000023408;0|1|2|3|4|5|6|7|8|9|11|12|20|22|24|26|28|30|32|33|35|36|37|38|44|45|46|47|48|49|50|51|52|53|54|55
transcript12_ENSAPOG00000016134;0|1|2|3|4|5|6|7|8|9|11|12|20|22|24|26|28|30|32|33|35|36|37|38|44|45|46|47|48|49|50|51|52|53|54|55
transcript10_ENSAPOG00000016134;1|2|3|4|5|6|7|8|9|10|11|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|38|44|45|46|47|48|49|50|51
transcript17_ENSAPOG00000016134;1|2|3|4|5|6|7|8|9|11|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|44|45|46|47|48|49|50|51
transcript8_ENSAPOG00000016134;0|1|2|3|4|5|6|7|8|9|11|12|13|14|15|16|17|18|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|44|45|46|47|48|49|50|51|52|53|54|55
transcript10_ENSHGLG00100003156;1|2|3|4|5|6|7|8|9|11|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|44|45|46|47|48|49|50|51
transcript17_ENSHGLG00100003156;1|2|3|4|5|6|7|8|9|11|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|44|45|46|47|48|49|50|51
transcript17_ENSHGLG00000019563;1|2|3|4|5|6|7|8|9|11|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|44|45|46|47|48|49|50|51
transcript20_ENSHGLG00100003156;1|2|3|4|5|6|7|8|9|11|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51
transcript13_ENSHGLG00000019563;1|2|3|4|5|6|7|8|9|11|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51
transcript25_ENSHGLG00000019563;1|2|3|4|5|6|7|8|9|11|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51
transcript26_ENSHGLG00000019563;3|4|5|6|7|8|9|11|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51
transcript27_ENSHGLG00000019563;1|2|11|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51
transcript0_ENSHGLG00100006079;0|1|2|3|5|7|9|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|53|55
transcript13_ENSHGLG00100006079;1|2|3|5|7|9|11|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51
transcript20_ENSHGLG00100006079;1|2|3|5|7|9|11|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51
transcript21_ENSHGLG00100006079;1|2|3|5|7|9|11|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51
transcript22_ENSHGLG00100006079;1|2|3|5|7|9|11|44|45|46|47|48|49|50|51
transcript0_ENSXMAG00000026005;0|1|2|3|4|5|6|7|8|9|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55
transcript0_ENSPNYG00000024266;0|1|2|3|4|5|6|7|8|9|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55
transcript22_ENSMUNG00000002391;1|2|3|4|5|6|7|8|9|11|44|45|46|47|48|49|50|51
transcript0_ENSMUNG00000002391;0|1|2|3|4|5|6|7|8|9|11|12|13|15|17|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|41|43|44|45|46|47|48|49|50|51|52|53|54|55
transcript21_ENSMUNG00000002391;1|2|3|4|5|6|7|8|9|11|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|41|43|44|45|46|47|48|49|50|51
