id_transcript;blocks
transcript39_ENSRNOG00000031503;0|2|3|5|6|7|8|9|11|12|13|15|17|19|21|23|26|27|28|29|31|33|34|35|36|38|39|40|42|43|44|46|48|50|51|52|53|54|55|56|59|60|61|63|64|66|67|68|69|70|71|72|75|76|78|80|82|85|86
transcript7_ENSMSIG00000000513;0|1|2|3|4|5|6|7|8|9|10|11|25|26|27|28|29|30|31|33|34|35|36|37|38|39|40|41|42|70|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86
transcript58_ENSMUSG00000054036;27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85
transcript54_ENSMUSG00000054036;0|1|2|3|4|5|6|7|8|9|10|11|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|63|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85
transcript55_ENSMUSG00000054036;0|1|2|3|4|5|6|7|8|9|10|11|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|60|61|63|64|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85
transcript39_MGP-PahariEiJ-G0020237;0|1|2|3|4|5|6|7|9|10|11|13|14|15|16|17|18|19|20|21|22|23|24|27|28|29|30|31|33|34|36|37|38|39|40|41|42|43|44|46|47|48|49|50|52|54|55|56|57|58|59|60|61|63|64|66|67|68|69|70|71|72|73|75|76|77|78|79|80|81|82|83|85|86
transcript38_ENSMUSG00000054036;0|1|2|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|61|63|64|66|67|68|69|70
transcript50_ENSRNOG00000031503;0|2|3|5|6|7|8|9|11|12|13|15|17|19|21|23|24|25|26|27|29|31|33|34|35|36|38|39|40|42|43|44|46|48|50|51|52|53|54|55|56|59|60|61|63|64|66|70|71|72|75|76|78|80|82|85|86
transcript8_MGP-CAROLIEiJ-G0020234;0|1|2|3|4|5|7|8|9|10|11|34|35|36|37|38|39|40|41|42|43|44|46|47|48|49|50|51|52|54|56|57|58|59|69|70|71|72|73|74|76|77|78|79|80|81|82|83|84|85|86
transcript47_MGP-CAROLIEiJ-G0020234;0|1|2|3|4|5|7|8|9|10|11|25|26|27|28|29|30|31|33|34|35|36|37|38|39|40|41|42|43|44|46|47|48|49|50|51|52|54|56|57|58|59|68|69|70|71|72|73|74|76|77|78|79|80|81|82|83|84|85|86
