id_transcript;id_gene
ENSBTAT00000005794_98;ENSBTAG00000004420_98
ENSBTAT00000074022_98;ENSBTAG00000004420_98
ENSCAFT00000014534_98;ENSCAFG00000009132_98
ENSCAFT00000063832_98;ENSCAFG00000009132_98
ENSCAFT00000065703_98;ENSCAFG00000009132_98
ENSCAFT00000067661_98;ENSCAFG00000009132_98
ENSCAFT00020008376_98;ENSCAFG00020005871_98
ENST00000416165_98;ENSG00000140320_98
ENST00000560846_98;ENSG00000140320_98
ENST00000561234_98;ENSG00000140320_98
ENSGALT00000055768_98;ENSGALG00000033675_98
ENSMUST00000036578_98;ENSMUSG00000040007_98
ENSMUST00000151162_98;ENSMUSG00000040007_98
