rep;id;newick;computing_time
1;1;"(transcript8_pabe,((transcript20_ppan,transcript19_ggor),(((transcript16_ggor,transcript17_ggor),(transcript18_hsap,transcript20_hsap)),(((transcript12_ptro,(transcript12_ppan,transcript19_ppan)),((transcript21_hsap,transcript12_hsap),transcript19_hsap)),((transcript11_ggor,transcript18_ggor),transcript12_ggor)))));";1.0948350429534912
2;2;"((transcript8_pabe,transcript18_pabe),((transcript11_hsap,transcript11_ggor),(((transcript13_hsap,transcript31_hsap),transcript9_ptro),transcript12_ggor)));";0.1317148208618164
3;3;"((((transcript0_ppan,transcript0_ptro),transcript0_hsap),transcript0_ggor),transcript0_pabe);";0.0
4;4;"((transcript17_ggor,transcript17_ptro),((((transcript9_ptro,transcript10_ptro),((transcript15_ppan,transcript10_ppan),transcript9_ppan)),transcript10_hsap),(((transcript14_ggor,transcript10_ggor),transcript18_ggor),transcript9_ggor)));";0.3568124771118164
5;5;"((transcript27_ENSHGLG00000019563,((transcript24_ENSAPOG00000023408,transcript7_ENSAPOG00000023408),transcript17_ENSAPOG00000016134)),(((transcript0_ENSMUNG00000002391,transcript0_ENSHGLG00100006079),((transcript0_ENSPNYG00000024266,(transcript23_ENSAPOG00000023408,(transcript8_ENSAPOG00000016134,transcript10_ENSAPOG00000016134))),transcript0_ENSXMAG00000026005)),(((transcript12_ENSAPOG00000023408,transcript12_ENSAPOG00000016134),transcript22_ENSMUNG00000002391),((((((transcript17_ENSHGLG00100003156,transcript10_ENSHGLG00100003156),transcript20_ENSHGLG00100003156),((transcript13_ENSHGLG00000019563,(transcript26_ENSHGLG00000019563,transcript17_ENSHGLG00000019563)),transcript25_ENSHGLG00000019563)),(transcript22_ENSHGLG00100006079,((transcript20_ENSHGLG00100006079,transcript13_ENSHGLG00100006079),transcript21_ENSHGLG00100006079))),transcript21_ENSMUNG00000002391),(transcript20_ENSAPOG00000016134,transcript22_ENSAPOG00000023408)))));";4.886482000350952
6;6;"((transcript7_ENSXMAG00000026005,transcript7_ENSPCIG00000036398),(((transcript6_ENSPCIG00000036398,(transcript8_ENSHGLG00100006079,transcript2_ENSHGLG00100006079)),((transcript16_ENSMUNG00000002377,((transcript16_ENSMUNG00000007775,transcript23_ENSMUNG00000007775),transcript7_ENSMUNG00000007775)),transcript10_ENSMUNG00000002391)),(((transcript10_ENSXMAG00000026005,transcript2_ENSXMAG00000026005),transcript9_ENSXMAG00000026005),transcript8_ENSXMAG00000026005)));";0.5096290111541748
7;7;"((((((transcript10_ENSHGLG00000019563,(transcript13_ENSHGLG00000019563,(transcript28_ENSHGLG00000019563,transcript26_ENSHGLG00000019563))),((transcript11_ENSHGLG00000019563,transcript27_ENSHGLG00000019563),transcript8_ENSHGLG00000019563)),((transcript10_ENSHGLG00100003156,transcript20_ENSHGLG00100003156),transcript8_ENSHGLG00100003156)),(transcript7_ENSHGLG00100006079,transcript10_ENSHGLG00100006079)),(((transcript18_ENSPCIG00000036398,transcript7_ENSPCIG00000036398),transcript8_ENSPCIG00000036398),(transcript15_ENSPCIG00000036398,transcript3_ENSPCIG00000036398))),((((transcript15_ENSMUNG00000002377,transcript8_ENSMUNG00000002377),(transcript22_ENSMUNG00000002377,(transcript16_ENSMUNG00000002377,transcript23_ENSMUNG00000002377))),transcript3_ENSMUNG00000007775),(transcript3_ENSMUNG00000002391,transcript10_ENSMUNG00000002391)));";2.7869832515716553
8;8;"(transcript22_ENSPNYG00000024266,((((transcript27_ENSAPOG00000023408,(transcript27_ENSAPOG00000016134,((transcript35_ENSAPOG00000016134,transcript37_ENSAPOG00000016134),transcript7_ENSAPOG00000016134))),(transcript8_ENSAOCG00000015695,(transcript25_ENSAOCG00000015695,(transcript26_ENSAOCG00000015695,(transcript38_ENSAOCG00000015695,transcript36_ENSAOCG00000015695))))),(transcript37_ENSAOCG00000015695,((transcript32_ENSAPOG00000016134,transcript32_ENSAPOG00000023408),((transcript38_ENSAPOG00000016134,transcript36_ENSAPOG00000016134),((transcript30_ENSAPOG00000023408,(transcript42_ENSAPOG00000023408,(transcript43_ENSAPOG00000023408,transcript40_ENSAPOG00000023408))),(transcript41_ENSAPOG00000023408,transcript8_ENSAPOG00000023408)))))),((transcript33_ENSAPOG00000016134,transcript7_ENSAPOG00000023408),transcript1_ENSAOCG00000015695)));";6.7725067138671875
9;9;"(((transcript30_ENSMUNG00000002391,(transcript10_ENSMUNG00000002391,transcript23_ENSMUNG00000002391)),transcript33_ENSMUNG00000002391),((transcript26_ENSMUNG00000007775,(transcript37_ENSMUNG00000002377,transcript38_ENSMUNG00000002377)),(((transcript32_ENSMUNG00000007775,transcript30_ENSMUNG00000007775),(transcript9_ENSMUNG00000002377,((transcript27_ENSMUNG00000002377,transcript35_ENSMUNG00000002377),transcript36_ENSMUNG00000002377))),((transcript23_ENSMUNG00000007775,(((transcript31_ENSMUNG00000007775,(transcript25_ENSMUNG00000007775,transcript33_ENSMUNG00000007775)),transcript9_ENSMUNG00000007775),transcript21_ENSMUNG00000007775)),(transcript13_ENSMUNG00000002377,transcript23_ENSMUNG00000002377)))));";4.65484619140625
10;10;"((transcript5_ENSPCIG00000036398,((transcript30_ENSHGLG00100006079,(transcript36_ENSHGLG00100003156,transcript35_ENSHGLG00100003156)),(transcript5_ENSHGLG00100006079,(transcript18_ENSHGLG00100003156,(transcript5_ENSHGLG00100003156,(transcript34_ENSHGLG00100003156,transcript33_ENSHGLG00100003156)))))),(transcript5_ENSXMAG00000026005,transcript7_ENSXMAG00000026005));";0.8363287448883057
11;11;"(((transcript20_ENSHGLG00100003156,((transcript14_ENSHGLG00100003156,(transcript32_ENSHGLG00100003156,transcript27_ENSHGLG00100003156)),transcript9_ENSHGLG00100003156)),(transcript28_ENSHGLG00000019563,((transcript40_ENSHGLG00000019563,(transcript43_ENSHGLG00000019563,transcript26_ENSHGLG00000019563)),transcript20_ENSHGLG00000019563))),((transcript22_ENSHGLG00100006079,(transcript8_ENSHGLG00100006079,transcript33_ENSHGLG00100006079)),transcript9_ENSHGLG00100006079));";1.8376202583312988
12;12;"((transcript39_ENSSTOG00000019743,(transcript8_ENSNGAG00000018584,((transcript37_ENSMUGG00000013592,transcript37_ENSMUGG00000013649),(((transcript52_ENSCGRG00001010245,(transcript52_ENSCGRG00000018457,(transcript65_ENSCGRG00000018457,transcript56_ENSCGRG00000018457))),transcript58_ENSPEMG00000024651),((transcript37_ENSCGRG00001010245,(transcript8_ENSCGRG00000018457,transcript54_ENSCGRG00015005362)),(transcript8_ENSPEMG00000024651,((transcript39_ENSPEMG00000024651,transcript59_ENSPEMG00000024651),(transcript56_ENSPEMG00000024651,(transcript57_ENSPEMG00000024651,transcript37_ENSPEMG00000024651))))))))),((((transcript38_ENSRNOG00000031503,(transcript51_ENSMUGG00000013592,(transcript59_ENSMUGG00000013649,(transcript58_ENSMUGG00000013649,transcript57_ENSMUGG00000013649)))),((((transcript8_ENSCGRG00015005362,transcript9_ENSCGRG00015005362),transcript38_ENSCGRG00015005362),transcript38_ENSCGRG00000018457),(transcript9_ENSPEMG00000024651,transcript33_ENSPEMG00000024651))),transcript33_ENSNGAG00000018584),((((transcript29_ENSSTOG00000019743,transcript26_ENSSTOG00000019743),transcript40_ENSSTOG00000019743),transcript8_ENSSTOG00000019743),(transcript37_ENSSTOG00000019743,transcript38_ENSSTOG00000019743))));";16.525166988372803
13;13;"(transcript41_ENSMUGG00000013649,((((transcript48_MGP-PahariEiJ-G0020237,transcript57_ENSMUSG00000054036),(transcript54_ENSRNOG00000031503,transcript55_ENSRNOG00000031503)),((transcript7_MGP-PahariEiJ-G0020237,(((transcript63_MGP-CAROLIEiJ-G0020234,transcript9_MGP-CAROLIEiJ-G0020234),(transcript62_MGP-CAROLIEiJ-G0020234,transcript52_MGP-CAROLIEiJ-G0020234)),(transcript64_ENSMUSG00000054036,(transcript67_ENSMUSG00000054036,transcript52_ENSMUSG00000054036)))),(transcript49_ENSRNOG00000031503,(transcript8_ENSRNOG00000031503,transcript53_ENSRNOG00000031503)))),(transcript9_MGP-PahariEiJ-G0020237,transcript40_ENSRNOG00000031503)));";3.0270442962646484
