id_transcript;block_sequence
ENSCAFT00000013778_90_90;0.1.4.6.7.9.10.11.12.14.15.16.19.20.21
ENST00000320672_90_90;0.3.4.6.7.9.10.11.12.14.15.18.19.20.21
ENST00000504985_90_90;10.11.12.13.14.15.18.19.20.21
ENST00000505980_90_90;0.3.4.6.7.9.10.12.14.15.18.19.20.21
ENST00000509013_90_90;2.3.4.6.7.9.10.11.12.14
ENST00000509053_90_90;0.3.4.6.7.9.11.12.14.15.18.19.21
ENST00000512923_90_90;10.11.12.14.15.16.17.20.21
ENST00000514493_90_90;0.3.4.6.7.9.11.12.14.15.18.19.20.21
ENST00000515395_90_90;0.3.4.6.7.9.11.12.13.14.15.18.19.20.21
ENST00000615665_90_90;0.3.4.6.7.9.10.11.12.13.14.15.18.19.20.21
ENSMUST00000004094_90_90;0.1.4.6.8.9.10.11.12.14.15.16.19.20.21
ENSMUST00000042122_90_90;0.1.4.6.8.9.11.12.14.15.16.19.20.21
ENSMUST00000138488_90_90;0.1.4.5
