;id_transcript;orthoorthologues;tsm_scores
0;ENSCAFT00000008733_90_90;ENST00000323039_90_90:ENST00000348817_90_90:ENST00000593685_90_90:ENST00000597639_90_90:ENSMUST00000085901_90_90:ENSMUST00000172467_90_90;0.654:0.695:0.654:0.695:0.728:0.821
1;ENST00000323039_90_90;ENSCAFT00000008733_90_90:ENST00000348817_90_90:ENST00000593685_90_90:ENST00000597639_90_90:ENSMUST00000085901_90_90:ENSMUST00000172467_90_90;0.654:0.922:1.0:0.922:0.899:0.82
2;ENST00000348817_90_90;ENSCAFT00000008733_90_90:ENST00000323039_90_90:ENST00000593685_90_90:ENST00000597639_90_90:ENSMUST00000085901_90_90:ENSMUST00000172467_90_90;0.695:0.922:0.922:1.0:0.8270000000000001:0.754
3;ENST00000430012_90_90;ENSMUST00000172761_90_90;0.857
4;ENST00000593685_90_90;ENSCAFT00000008733_90_90:ENST00000323039_90_90:ENST00000348817_90_90:ENST00000597639_90_90:ENSMUST00000085901_90_90:ENSMUST00000172467_90_90;0.654:1.0:0.922:0.922:0.899:0.82
5;ENST00000597639_90_90;ENSCAFT00000008733_90_90:ENST00000323039_90_90:ENST00000348817_90_90:ENST00000593685_90_90:ENSMUST00000085901_90_90:ENSMUST00000172467_90_90;0.695:0.922:1.0:0.922:0.8270000000000001:0.754
6;ENST00000600611_90_90;ENST00000601972_90_90;0.434
7;ENST00000601972_90_90;ENST00000600611_90_90;0.434
8;ENSMUST00000085901_90_90;ENSCAFT00000008733_90_90:ENST00000323039_90_90:ENST00000348817_90_90:ENST00000593685_90_90:ENST00000597639_90_90:ENSMUST00000172467_90_90;0.728:0.899:0.8270000000000001:0.899:0.8270000000000001:0.907
9;ENSMUST00000172467_90_90;ENSCAFT00000008733_90_90:ENST00000323039_90_90:ENST00000348817_90_90:ENST00000593685_90_90:ENST00000597639_90_90:ENSMUST00000085901_90_90;0.821:0.82:0.754:0.82:0.754:0.907
10;ENSMUST00000172761_90_90;ENST00000430012_90_90;0.857
