id_transcript;id_gene
ENSCAFT00000010545_90_90;ENSCAFG00000006529_90
ENST00000261210_90_90;ENSG00000120802_90
ENST00000266732_90_90;ENSG00000120802_90
ENST00000343315_90_90;ENSG00000120802_90
ENST00000393053_90_90;ENSG00000120802_90
ENST00000556029_90_90;ENSG00000120802_90
ENST00000556678_90_90;ENSG00000120802_90
ENSMUST00000020123_90_90;ENSMUSG00000019961_90
ENSMUST00000072239_90_90;ENSMUSG00000019961_90
ENSMUST00000092219_90_90;ENSMUSG00000019961_90
ENSMUST00000099355_90_90;ENSMUSG00000019961_90
ENSMUST00000105293_90_90;ENSMUSG00000019961_90
