id_transcript;block_sequence
ENSCAFT00000001289_90_90;4.5.8.9.10.13.14.15.16.17.18.19.20.21.22.23.24.25.26.27.29
ENST00000166534_90_90;4.5.8.9.10.13.14.15.16.17.18.19.20.21.22.23.24.25.26.28.29
ENST00000360568_90_90;4.5.8.9.10.13.14.15.16.17.18.19.20.21.22.23.24.25.26.27.29
ENST00000379086_90_90;4.5.8.9.10.13.14.15.16.17.18.19.20.21.22.23.24.25.26.27.29
ENST00000379100_90_90;4.5.8.9.10.13.14.15.16.17.18.19.20.21.22.23.24.25.26.27.29
ENST00000379104_90_90;4.5.8.9.10.13.14.15.16.17.18.19.20.21.22.23.24.25.26.28.29
ENST00000395164_90_90;4.5.8.9.10.13.14.15.16.17.18.19.20.21.22
ENST00000401867_90_90;4.5.8.9.10.13.14.15.16.17.18.19.20.21.22.23.24.25.26.28.29
ENST00000416053_90_90;4.5.8.9.10.13.14
ENST00000417528_90_90;4.5.8.9.10.13.14.15.16.17.18.19.20.21.22.23.24.25
ENST00000418055_90_90;4.5.8.9.10.13.14.15.16.17
ENST00000428369_90_90;4.5.8.9.10.13.14.15.16.17.18.19
ENST00000428841_90_90;4.5.8.9
ENST00000431054_90_90;0.2.3.4.5.8.9.10.13.14.15.16.17.18.19.20.21.22.23.24
ENST00000439698_90_90;4.5.8.9.10.13.14.15.16.17.18.19.20.21.22.23
ENST00000453286_90_90;4.5.8.9.10.13.14.15.16.17.18.19.20
ENSMUST00000019050_90_90;3.4.7.8.9.10.11.14.15.16.17.18.19.20.21.22.23.24.25.26.28.29
ENSMUST00000093107_90_90;3.4.7.8.9.10.11.14.15.16.17.18.19.20.21.22.23.24.25.26.27.29
ENSMUST00000125132_90_90;3.4.5.6
ENSMUST00000126840_90_90;3.4.7.8.9.10.11.14.15
ENSMUST00000129499_90_90;1.2.3.4
ENSMUST00000135653_90_90;3.4.7.8.9.10.11.14.15.16
ENSMUST00000138477_90_90;3.4.7.8.9.10.11.14.15.16.17.18.19.20.21
ENSMUST00000141258_90_90;9.10.11.12
ENSMUST00000151218_90_90;3.4.7.8.9.10.11.14.15.16.17.18
ENSMUST00000174616_90_90;3.4.7.8.9.10.11.14.15.16.17.18.19.20.21.22.23.24.25.26.27.29
