nucHom;degHom;tsm
1.0;1.0;1.0
1.0;1.0;1.0
0.904;0.8;0.852
0.858;0.4;0.629
0.881;0.6;0.74
1.0;1.0;1.0
1.0;1.0;1.0
1.0;1.0;1.0
0.904;0.8;0.852
0.752;0.2;0.476
1.0;1.0;1.0
1.0;1.0;1.0
0.811;0.667;0.739
0.802;0.333;0.568
0.809;0.5;0.655
0.981;0.833;0.907
1.0;1.0;1.0
0.981;0.833;0.907
0.811;0.667;0.739
0.69;0.167;0.428
0.904;0.8;0.852
0.811;0.667;0.739
1.0;1.0;1.0
0.788;0.333;0.56
0.795;0.5;0.647
0.798;0.571;0.684
0.811;0.667;0.739
0.798;0.571;0.684
1.0;1.0;1.0
0.678;0.167;0.423
0.858;0.4;0.629
0.802;0.333;0.568
0.788;0.333;0.56
1.0;1.0;1.0
0.824;0.4;0.612
0.788;0.286;0.537
0.802;0.4;0.601
0.788;0.333;0.56
0.788;0.4;0.594
0.739;0.333;0.536
0.881;0.6;0.74
0.809;0.5;0.655
0.795;0.5;0.647
0.824;0.4;0.612
1.0;1.0;1.0
0.795;0.429;0.612
0.809;0.5;0.655
0.795;0.429;0.612
0.795;0.5;0.647
0.867;0.5;0.683
1.0;1.0;1.0
0.981;0.833;0.907
0.798;0.571;0.684
0.788;0.286;0.537
0.795;0.429;0.612
1.0;1.0;1.0
0.981;0.833;0.907
1.0;1.0;1.0
0.798;0.571;0.684
0.678;0.143;0.411
1.0;1.0;1.0
1.0;1.0;1.0
0.811;0.667;0.739
0.802;0.4;0.601
0.809;0.5;0.655
0.981;0.833;0.907
1.0;1.0;1.0
0.981;0.833;0.907
0.811;0.667;0.739
0.69;0.167;0.428
1.0;1.0;1.0
0.981;0.833;0.907
0.798;0.571;0.684
0.788;0.333;0.56
0.795;0.429;0.612
1.0;1.0;1.0
0.981;0.833;0.907
1.0;1.0;1.0
0.798;0.571;0.684
0.678;0.143;0.411
0.904;0.8;0.852
0.811;0.667;0.739
1.0;1.0;1.0
0.788;0.4;0.594
0.795;0.5;0.647
0.798;0.571;0.684
0.811;0.667;0.739
0.798;0.571;0.684
1.0;1.0;1.0
0.678;0.167;0.423
0.752;0.2;0.476
0.69;0.167;0.428
0.678;0.167;0.423
0.739;0.333;0.536
0.867;0.5;0.683
0.678;0.143;0.411
0.69;0.167;0.428
0.678;0.143;0.411
0.678;0.167;0.423
1.0;1.0;1.0
