;id_transcript;orthoorthologues;tsm_scores
0;ENSCAFT00000009524_90_90;ENSMUST00000112487_90_90:ENST00000379245_90_90;1.0:0.986
1;ENSCAFT00000009525_90_90;ENSMUST00000070039_90_90:ENST00000405912_90_90;1.0:0.985
2;ENST00000305852_90_90;ENST00000441005_90_90;0.735
3;ENST00000357996_90_90;;
4;ENST00000379245_90_90;ENSMUST00000112487_90_90:ENSCAFT00000009524_90_90;0.986:0.986
5;ENST00000405912_90_90;ENSCAFT00000009525_90_90:ENSMUST00000070039_90_90;0.985:0.985
6;ENST00000413938_90_90;;
7;ENST00000414288_90_90;;
8;ENST00000432869_90_90;;
9;ENST00000441005_90_90;ENST00000305852_90_90;0.735
10;ENST00000451623_90_90;;
11;ENSMUST00000070039_90_90;ENSCAFT00000009525_90_90:ENST00000405912_90_90;1.0:0.985
12;ENSMUST00000112487_90_90;ENST00000379245_90_90:ENSCAFT00000009524_90_90;0.986:1.0
