id_transcript;block_sequence
ENSCAFT00000009524_90_90;0.2.3.4.5.7.8.9.10.11.12.13.14.15.18.19.20.21.22.23
ENSCAFT00000009525_90_90;0.2.3.4.5.7.8.9.10.11.12.15.18.19.20.21.22.23
ENST00000305852_90_90;10.11.12.15.16.19.20.21.24
ENST00000357996_90_90;8.9.10.11.12.15.16.19.20
ENST00000379245_90_90;0.1.2.3.4.6.7.8.9.10.11.12.13.14.15.16.19.20.21.24
ENST00000405912_90_90;0.1.2.3.4.6.7.8.9.10.11.12.15.16.19.20.21.24
ENST00000413938_90_90;8
ENST00000414288_90_90;12.15.16.19.20.21.25
ENST00000432869_90_90;14.15.16.19.20.21.22
ENST00000441005_90_90;11.12.15.16.17.18.19.20.21.24
ENST00000451623_90_90;0.1.2.3.4.6.7.8.9.10.11.12.19
ENSMUST00000070039_90_90;0.2.4.5.7.8.9.10.11.12.15.18.19.20.21.22.23
ENSMUST00000112487_90_90;0.2.4.5.7.8.9.10.11.12.13.14.15.18.19.20.21.22.23
