id_transcript;blocks
transcript7_ENSCGRG00015005362;0|2|4|5|7
transcript7_ENSCGRG00000018457;0|1|2|4|5|7
transcript43_ENSCGRG00015005362;0|1|2|3|4|5|7
transcript42_ENSCGRG00015005362;0|1|2|3|4|5|7
transcript33_ENSCGRG00015005362;0|1|2|3|4|5|6|7
transcript33_ENSCGRG00000018457;0|1|2|3|4|5|6|7
transcript40_ENSCGRG00001010245;0|1|2|3|4|5|6|7
transcript33_ENSCGRG00001010245;0|1|2|3|4|5|6|7
transcript46_ENSCGRG00000018457;0|1|2|3|4|5|6|7
transcript47_ENSCGRG00000018457;0|1|2|5|6|7
transcript41_ENSCGRG00015005362;0|1|2|3|4|6|7
