id_transcript;recent-paralogs;ortho-orthologs;para-orthologs;#cluster
transcript7_ENSMSIG00000000513;null;null;null;0
transcript38_ENSMSIG00000000513;null;transcript38_ENSMUSG00000054036|0.754&transcript39_MGP-PahariEiJ-G0020237|0.625&transcript31_ENSRNOG00000031503|0.583&transcript32_ENSRNOG00000031503|0.583&transcript32_ENSMUGG00000013649|0.658&transcript32_ENSMUGG00000013592|0.653;null;1
transcript38_MGP-SPRETEiJ-G0021131;transcript63_MGP-SPRETEiJ-G0021131|0.968;transcript38_ENSMUSG00000054036|0.615&transcript31_ENSRNOG00000031503|0.465&transcript32_ENSRNOG00000031503|0.465&transcript32_ENSMUGG00000013649|0.492&transcript32_ENSMUGG00000013592|0.488;null;1
transcript63_MGP-SPRETEiJ-G0021131;transcript38_MGP-SPRETEiJ-G0021131|0.968;transcript55_ENSMUSG00000054036|0.607&transcript39_MGP-PahariEiJ-G0020237|0.475&transcript39_ENSRNOG00000031503|0.455;null;1
transcript38_ENSMUSG00000054036;transcript55_ENSMUSG00000054036|0.98;transcript38_ENSMSIG00000000513|0.754&transcript38_MGP-SPRETEiJ-G0021131|0.615&transcript31_ENSRNOG00000031503|0.694&transcript32_ENSRNOG00000031503|0.694&transcript32_ENSMUGG00000013649|0.8&transcript32_ENSMUGG00000013592|0.792;null;1
transcript55_ENSMUSG00000054036;transcript38_ENSMUSG00000054036|0.98;transcript63_MGP-SPRETEiJ-G0021131|0.607&transcript39_MGP-PahariEiJ-G0020237|0.757&transcript39_ENSRNOG00000031503|0.689;null;1
transcript39_MGP-PahariEiJ-G0020237;null;transcript38_ENSMSIG00000000513|0.625&transcript63_MGP-SPRETEiJ-G0021131|0.475&transcript55_ENSMUSG00000054036|0.757&transcript39_ENSRNOG00000031503|0.777&transcript32_ENSMUGG00000013649|0.932&transcript32_ENSMUGG00000013592|0.924;null;1
transcript8_ENSRNOG00000031503;transcript39_ENSRNOG00000031503|0.987;null;null;1
transcript31_ENSRNOG00000031503;transcript32_ENSRNOG00000031503|1.0;transcript38_ENSMSIG00000000513|0.583&transcript38_MGP-SPRETEiJ-G0021131|0.465&transcript38_ENSMUSG00000054036|0.694&transcript32_ENSMUGG00000013649|0.819&transcript32_ENSMUGG00000013592|0.813;null;1
transcript32_ENSRNOG00000031503;transcript31_ENSRNOG00000031503|1.0;transcript38_ENSMSIG00000000513|0.583&transcript38_MGP-SPRETEiJ-G0021131|0.465&transcript38_ENSMUSG00000054036|0.694&transcript32_ENSMUGG00000013649|0.819&transcript32_ENSMUGG00000013592|0.813;null;1
transcript39_ENSRNOG00000031503;transcript8_ENSRNOG00000031503|0.987;transcript63_MGP-SPRETEiJ-G0021131|0.455&transcript55_ENSMUSG00000054036|0.689&transcript39_MGP-PahariEiJ-G0020237|0.777;null;1
transcript32_ENSMUGG00000013649;null;transcript38_ENSMSIG00000000513|0.658&transcript38_MGP-SPRETEiJ-G0021131|0.492&transcript38_ENSMUSG00000054036|0.8&transcript39_MGP-PahariEiJ-G0020237|0.932&transcript31_ENSRNOG00000031503|0.819&transcript32_ENSRNOG00000031503|0.819;transcript32_ENSMUGG00000013592|0.992;1
transcript32_ENSMUGG00000013592;null;transcript38_ENSMSIG00000000513|0.653&transcript38_MGP-SPRETEiJ-G0021131|0.488&transcript38_ENSMUSG00000054036|0.792&transcript39_MGP-PahariEiJ-G0020237|0.924&transcript31_ENSRNOG00000031503|0.813&transcript32_ENSRNOG00000031503|0.813;transcript32_ENSMUGG00000013649|0.992;1
transcript54_ENSMUSG00000054036;null;transcript52_ENSMSIG00000000513|0.711&transcript58_ENSMSIG00000000513|0.711&transcript47_MGP-CAROLIEiJ-G0020234|0.9;null;2
transcript52_ENSMSIG00000000513;transcript58_ENSMSIG00000000513|1.0;transcript54_ENSMUSG00000054036|0.711&transcript47_MGP-CAROLIEiJ-G0020234|0.77;null;2
transcript58_ENSMSIG00000000513;transcript52_ENSMSIG00000000513|1.0;transcript54_ENSMUSG00000054036|0.711&transcript47_MGP-CAROLIEiJ-G0020234|0.77;null;2
transcript47_MGP-CAROLIEiJ-G0020234;null;transcript54_ENSMUSG00000054036|0.9&transcript52_ENSMSIG00000000513|0.77&transcript58_ENSMSIG00000000513|0.77&transcript50_ENSRNOG00000031503|0.624;null;2
transcript50_ENSRNOG00000031503;null;transcript47_MGP-CAROLIEiJ-G0020234|0.624;null;2
transcript58_ENSMUSG00000054036;null;transcript52_MGP-SPRETEiJ-G0021131|0.595;null;3
transcript52_MGP-SPRETEiJ-G0021131;null;transcript58_ENSMUSG00000054036|0.595;null;3
transcript8_MGP-CAROLIEiJ-G0020234;null;null;null;4
transcript12_ENSMUGG00000013649;transcript50_ENSMUGG00000013649|1.0;null;null;5
transcript50_ENSMUGG00000013649;transcript12_ENSMUGG00000013649|1.0;null;null;5
