id_transcript;blocks
transcript52_MGP-CAROLIEiJ-G0020234;7|8|9|10|14|25|26|27
transcript63_MGP-CAROLIEiJ-G0020234;0|7|8|9|10|12|13|14|17|18|19|25|26|27
transcript64_ENSMUSG00000054036;7|8|9|10|12|13|14|15|16|17|18|19|20|25|26|27
transcript48_MGP-PahariEiJ-G0020237;0|1|2|3|4|5|7|8|9|10|12|13|14|16|17|18|19|20|25|26|27
transcript57_ENSMUSG00000054036;0|1|2|3|4|5|6|7|8|9|10|12|13|14|15|16|17|18|19|20|25|26|27
transcript7_MGP-PahariEiJ-G0020237;0|1|2|3|4|5|7|8|9|10|12|13|14|16|17|18|19|20|26|27
transcript62_MGP-CAROLIEiJ-G0020234;7|8|9|10|27
transcript52_ENSMUSG00000054036;7|8|9|10|12|25|26|27
transcript67_ENSMUSG00000054036;0|1|2|7|8|9|10|12|13|14|15|16|17|18|19|20|25|26|27
transcript9_MGP-CAROLIEiJ-G0020234;0|7|8|9|10|11|12|13|14|17|18|19|25|26|27
transcript9_MGP-PahariEiJ-G0020237;0|7|8|9|10|11|12|13|14|17|18|19|25|26|27
transcript40_ENSRNOG00000031503;0|2|3|5|6|7|9|10|12|13|14|15|16|17|18|19|20|21|22|24|25|26|27
transcript49_ENSRNOG00000031503;7|9|10|12|13|14|15|16|17|18|19|20|21|22|24|25|26|27
transcript8_ENSRNOG00000031503;0|2|3|5|6|7|9|10|12|13|14|15|16|17|18|19|20|22|24|25|26|27
transcript55_ENSRNOG00000031503;0|2|3|5|6|7|9|10|12|13|14|15|16|17|18|19|20|25|26|27
transcript54_ENSRNOG00000031503;0|2|3|5|6|7|9|10|12|13|14|15|16|17|18|19|20|25|26|27
transcript41_ENSMUGG00000013649;0|1|2|3|4|5|6|7|8|9|10|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27
transcript53_ENSRNOG00000031503;0|2|3|7|10|12|13|14|17|19|25|26|27
