id_transcript;id_gene
ENSCAFT00000047985_90_90;ENSCAFG00000032395_90
ENST00000320280_90_90;ENSG00000085365_90
ENST00000510030_90_90;ENSG00000085365_90
ENST00000511551_90_90;ENSG00000085365_90
ENST00000614488_90_90;ENSG00000085365_90
ENST00000618166_90_90;ENSG00000085365_90
ENST00000621999_90_90;ENSG00000085365_90
ENSMUST00000022197_90_90;ENSMUSG00000021687_90
ENSMUST00000138255_90_90;ENSMUSG00000021687_90
ENSMUST00000152555_90_90;ENSMUSG00000021687_90
ENSMUST00000153558_90_90;ENSMUSG00000021687_90
