id_transcript;id_gene
ENSCAFT00000018754_90_90;ENSCAFG00000011801_90
ENSCAFT00000042737_90_90;ENSCAFG00000011801_90
ENST00000373836_90_90;ENSG00000204138_90
ENST00000373839_90_90;ENSG00000204138_90
ENST00000493669_90_90;ENSG00000204138_90
ENST00000632202_90_90;ENSG00000204138_90
ENST00000632421_90_90;ENSG00000204138_90
ENST00000633167_90_90;ENSG00000204138_90
ENSMUST00000084170_90_90;ENSMUSG00000066043_90
ENSMUST00000084249_90_90;ENSMUSG00000066043_90
ENSMUST00000102568_90_90;ENSMUSG00000066043_90
ENSMUST00000136711_90_90;ENSMUSG00000066043_90
ENSMUST00000152271_90_90;ENSMUSG00000066043_90
