id_transcript;recent-paralogs;ortho-orthologs;para-orthologs;#cluster
transcript40_ENSRNOG00000031503;null;null;null;0
transcript47_ENSRNOG00000031503;null;null;null;1
transcript32_ENSSTOG00000019743;transcript7_ENSSTOG00000019743|1.0&transcript25_ENSSTOG00000019743|1.0;null;null;2
transcript7_ENSSTOG00000019743;transcript32_ENSSTOG00000019743|1.0&transcript25_ENSSTOG00000019743|1.0;null;null;2
transcript25_ENSSTOG00000019743;transcript32_ENSSTOG00000019743|1.0&transcript7_ENSSTOG00000019743|1.0;null;null;2
transcript20_ENSMUGG00000013649;null;transcript24_ENSSTOG00000019743|0.971;transcript20_ENSMUGG00000013592|0.978;3
transcript24_ENSSTOG00000019743;null;transcript20_ENSMUGG00000013649|0.971&transcript20_ENSMUGG00000013592|0.949;null;3
transcript20_ENSMUGG00000013592;null;transcript24_ENSSTOG00000019743|0.949;transcript20_ENSMUGG00000013649|0.978;3
transcript47_ENSMUGG00000013649;null;null;null;4
transcript47_ENSPEMG00000024651;null;null;null;5
transcript38_ENSPEMG00000024651;transcript19_ENSPEMG00000024651|1.0;null;null;6
transcript19_ENSPEMG00000024651;transcript38_ENSPEMG00000024651|1.0;null;null;6
transcript27_ENSNGAG00000018584;null;null;null;7
