;id_transcript;orthoorthologues;tsm_scores
0;ENSCAFT00000003726_90_90;ENSMUST00000124117_90_90:ENST00000502815_90_90;0.35700000000000004:0.429
1;ENSCAFT00000003727_90_90;ENSMUST00000119788_90_90:ENST00000506720_90_90:ENSMUST00000117985_90_90:ENSMUST00000120673_90_90:ENST00000508946_90_90;0.654:0.76:0.556:0.593:0.72
2;ENST00000502815_90_90;ENSMUST00000124117_90_90:ENSCAFT00000003726_90_90;0.875:0.429
3;ENST00000504896_90_90;ENST00000508693_90_90:ENSMUST00000120292_90_90:ENSMUST00000120445_90_90;0.9620000000000001:0.75:0.7240000000000001
4;ENST00000506700_90_90;ENSMUST00000118078_90_90:ENSMUST00000119385_90_90:ENST00000511324_90_90;0.7829999999999999:0.75:0.955
5;ENST00000506720_90_90;ENSMUST00000119788_90_90:ENSCAFT00000003727_90_90:ENSMUST00000117985_90_90:ENSMUST00000120673_90_90:ENST00000508946_90_90;0.8079999999999999:0.76:0.769:0.8079999999999999:0.958
6;ENST00000506746_90_90;ENSMUST00000118034_90_90:ENST00000514996_90_90:ENSMUST00000121641_90_90;0.75:0.955:0.792
7;ENST00000507164_90_90;ENSMUST00000117407_90_90:ENST00000514157_90_90:ENSMUST00000120144_90_90;0.741:0.958:0.7040000000000001
8;ENST00000507625_90_90;ENSMUST00000121707_90_90:ENSMUST00000122356_90_90;0.818:0.857
9;ENST00000508693_90_90;ENSMUST00000120292_90_90:ENSMUST00000120445_90_90:ENST00000504896_90_90;0.7240000000000001:0.759:0.9620000000000001
10;ENST00000508946_90_90;ENSMUST00000119788_90_90:ENST00000506720_90_90:ENSCAFT00000003727_90_90:ENSMUST00000117985_90_90:ENSMUST00000120673_90_90;0.769:0.958:0.72:0.8:0.769
11;ENST00000509896_90_90;ENST00000512091_90_90:ENSMUST00000120128_90_90:ENSMUST00000118442_90_90;0.958:0.769:0.8079999999999999
12;ENST00000511324_90_90;ENSMUST00000118078_90_90:ENST00000506700_90_90:ENSMUST00000119385_90_90;0.75:0.955:0.792
13;ENST00000512091_90_90;ENSMUST00000120128_90_90:ENST00000509896_90_90:ENSMUST00000118442_90_90;0.8:0.958:0.769
14;ENST00000514157_90_90;ENSMUST00000117407_90_90:ENST00000507164_90_90:ENSMUST00000120144_90_90;0.7040000000000001:0.958:0.731
15;ENST00000514591_90_90;ENSMUST00000036068_90_90;0.833
16;ENST00000514996_90_90;ENSMUST00000118034_90_90:ENST00000506746_90_90:ENSMUST00000121641_90_90;0.7829999999999999:0.955:0.75
17;ENSMUST00000036068_90_90;ENST00000514591_90_90;0.833
18;ENSMUST00000072521_90_90;;
19;ENSMUST00000117253_90_90;;
20;ENSMUST00000117407_90_90;ENST00000507164_90_90:ENST00000514157_90_90:ENSMUST00000120144_90_90;0.741:0.7040000000000001:0.9570000000000001
21;ENSMUST00000117985_90_90;ENSMUST00000119788_90_90:ENST00000506720_90_90:ENSCAFT00000003727_90_90:ENSMUST00000120673_90_90:ENST00000508946_90_90;0.8:0.769:0.556:0.9570000000000001:0.8
22;ENSMUST00000118034_90_90;ENST00000506746_90_90:ENST00000514996_90_90:ENSMUST00000121641_90_90;0.75:0.7829999999999999:0.9520000000000001
23;ENSMUST00000118078_90_90;ENST00000506700_90_90:ENSMUST00000119385_90_90:ENST00000511324_90_90;0.7829999999999999:0.9520000000000001:0.75
24;ENSMUST00000118442_90_90;ENST00000512091_90_90:ENSMUST00000120128_90_90:ENST00000509896_90_90;0.769:0.9570000000000001:0.8079999999999999
25;ENSMUST00000119385_90_90;ENSMUST00000118078_90_90:ENST00000506700_90_90:ENST00000511324_90_90;0.9520000000000001:0.75:0.792
26;ENSMUST00000119788_90_90;ENST00000506720_90_90:ENSCAFT00000003727_90_90:ENSMUST00000117985_90_90:ENSMUST00000120673_90_90:ENST00000508946_90_90;0.8079999999999999:0.654:0.8:0.84:0.769
27;ENSMUST00000120128_90_90;ENST00000512091_90_90:ENST00000509896_90_90:ENSMUST00000118442_90_90;0.8:0.769:0.9570000000000001
28;ENSMUST00000120144_90_90;ENSMUST00000117407_90_90:ENST00000507164_90_90:ENST00000514157_90_90;0.9570000000000001:0.7040000000000001:0.731
29;ENSMUST00000120292_90_90;ENST00000508693_90_90:ENSMUST00000120445_90_90:ENST00000504896_90_90;0.7240000000000001:0.96:0.75
30;ENSMUST00000120445_90_90;ENST00000508693_90_90:ENSMUST00000120292_90_90:ENST00000504896_90_90;0.759:0.96:0.7240000000000001
31;ENSMUST00000120673_90_90;ENSMUST00000119788_90_90:ENST00000506720_90_90:ENSCAFT00000003727_90_90:ENSMUST00000117985_90_90:ENST00000508946_90_90;0.84:0.8079999999999999:0.593:0.9570000000000001:0.769
32;ENSMUST00000121641_90_90;ENSMUST00000118034_90_90:ENST00000506746_90_90:ENST00000514996_90_90;0.9520000000000001:0.792:0.75
33;ENSMUST00000121707_90_90;ENST00000507625_90_90:ENSMUST00000122356_90_90;0.818:0.95
34;ENSMUST00000122037_90_90;;
35;ENSMUST00000122356_90_90;ENSMUST00000121707_90_90:ENST00000507625_90_90;0.95:0.857
36;ENSMUST00000124117_90_90;ENSCAFT00000003726_90_90:ENST00000502815_90_90;0.35700000000000004:0.875
37;ENSMUST00000132375_90_90;;
