id_transcript;recent-paralogs;ortho-orthologs;para-orthologs;#cluster
transcript39_ENSRNOG00000031503;null;null;null;0
transcript7_ENSMSIG00000000513;null;null;null;1
transcript58_ENSMUSG00000054036;null;transcript58_ENSMSIG00000000513|0.943;null;2
transcript58_ENSMSIG00000000513;null;transcript58_ENSMUSG00000054036|0.943;null;2
transcript54_ENSMUSG00000054036;transcript55_ENSMUSG00000054036|0.91;null;null;3
transcript55_ENSMUSG00000054036;transcript54_ENSMUSG00000054036|0.91;null;null;3
transcript39_MGP-PahariEiJ-G0020237;null;null;null;4
transcript38_MGP-SPRETEiJ-G0021131;null;transcript38_ENSMUSG00000054036|0.903&transcript38_ENSMSIG00000000513|0.967;null;5
transcript38_ENSMUSG00000054036;null;transcript38_MGP-SPRETEiJ-G0021131|0.903&transcript38_ENSMSIG00000000513|0.935;null;5
transcript38_ENSMSIG00000000513;null;transcript38_MGP-SPRETEiJ-G0021131|0.967&transcript38_ENSMUSG00000054036|0.935;null;5
transcript50_ENSRNOG00000031503;null;null;null;6
transcript8_MGP-CAROLIEiJ-G0020234;transcript47_MGP-CAROLIEiJ-G0020234|0.85;null;null;7
transcript47_MGP-CAROLIEiJ-G0020234;transcript8_MGP-CAROLIEiJ-G0020234|0.85;null;null;7
transcript52_MGP-SPRETEiJ-G0021131;null;transcript52_ENSMSIG00000000513|0.958;null;8
transcript52_ENSMSIG00000000513;null;transcript52_MGP-SPRETEiJ-G0021131|0.958;null;8
transcript63_MGP-SPRETEiJ-G0021131;null;null;null;9
transcript12_ENSMUGG00000013649;transcript50_ENSMUGG00000013649|0.988;null;null;10
transcript50_ENSMUGG00000013649;transcript12_ENSMUGG00000013649|0.988;null;null;10
transcript32_ENSMUGG00000013649;null;null;transcript32_ENSMUGG00000013592|0.976;11
transcript32_ENSMUGG00000013592;null;null;transcript32_ENSMUGG00000013649|0.976;11
transcript31_ENSRNOG00000031503;transcript32_ENSRNOG00000031503|1.0;null;null;12
transcript32_ENSRNOG00000031503;transcript31_ENSRNOG00000031503|1.0;null;null;12
transcript8_ENSRNOG00000031503;null;null;null;13
