id_transcript;block_sequence
ENSCAFT00000011480_90_90;1.2.4.5.6.7.8.11.12.13.14.16.17.18.19.22.23.24.25.27
ENST00000265651_90_90;0.3.4.5.6.10.11.12.13.14.15.17.18.19.28
ENST00000448981_90_90;0.3.4.5.6.10.11.12.13.14.15.17.18.19.20
ENST00000526785_90_90;6.10.11.12.13.14.15.17.18.19.28
ENST00000529137_90_90;0.3.4.5.6.8.9
ENST00000530401_90_90;0.5.6.10.11.12.13.14.15.17.18.19.20
ENST00000531080_90_90;18.19.28
ENST00000532057_90_90;18.19.28
ENST00000532927_90_90;0.3.4.5.6.10.11.13
ENST00000534136_90_90;0.3.4.5.6.10.11.12.13.14.15.17.18.19.21
ENSMUST00000028603_90_90;1.2.4.5.6.7.8.11.12.13.14.16.17.18.19.22.23.25.26.27
ENSMUST00000102565_90_90;1.2.4.5.6.7.8.11.12.13.14.16.17.18.19.20
ENSMUST00000111135_90_90;1.5.6.7.8.11.12.13.14.16.17.18.19.20
ENSMUST00000111136_90_90;1.2.4.5.6.7.8.11.12.13.14.16.17.18.22
