id_transcript;id_gene
ENSCAFT00000027787_90_90;ENSCAFG00000017537_90
ENSCAFT00000048830_90_90;ENSCAFG00000017537_90
ENST00000368686_90_90;ENSG00000160679_90
ENST00000368687_90_90;ENSG00000160679_90
ENST00000368690_90_90;ENSG00000160679_90
ENST00000368694_90_90;ENSG00000160679_90
ENST00000403433_90_90;ENSG00000160679_90
ENST00000614256_90_90;ENSG00000160679_90
ENSMUST00000001043_90_90;ENSMUSG00000001017_90
ENSMUST00000049937_90_90;ENSMUSG00000001017_90
ENSMUST00000076639_90_90;ENSMUSG00000001017_90
ENSMUST00000107342_90_90;ENSMUSG00000001017_90
ENSMUST00000107343_90_90;ENSMUSG00000001017_90
ENSMUST00000107344_90_90;ENSMUSG00000001017_90
ENSMUST00000107346_90_90;ENSMUSG00000001017_90
ENSMUST00000131868_90_90;ENSMUSG00000001017_90
ENSMUST00000146740_90_90;ENSMUSG00000001017_90
