id_transcript;block_sequence
ENSCAFT00000001418_90_90;0.1.2.4.5.9.10.11.12.14.15.16.18.20.21.22.23.24.25.27.28.29.30.31.33.35.36.37.38.40.42.43.45.47.48.49.50.51.52.53.55.56
ENSCAFT00000021179_90_90;7.8.9.10.11.12.13.14.15.16.17.18.19.20.22.23.25.26.27.29.31.32.33.34.35.36.38.39.40.42.43.44.45.46.47.49.50.53.54.55.57
ENST00000359842_90_90;7.8.9.10.11.12.13.14.15.16.17.18.19.20.22.23.25.26.27.29.31.32.33.34.35.36.38.39.40.42.43.44.45.46.47.49.50.53.54.55.57
ENST00000619224_90_90;36.38.39.40.42.43.44.45.46.47.49.50.53.54.55.57
ENST00000374680_90_90;0.1.2.3.4.5.9.10.11.12.14.15.16.18.20.21.22.23.24.25.27.28.29.30.31.33.35.36.37.38.40.42.43.45.47.48.49.52.53.55.56
ENST00000374685_90_90;0.1.2.3.4.5.9.10.11.12.14.15.16.18.20.21.22.23.24.25.27.28.29.30.31.33.35.36.37.38.40.42.43.45.47.48.49.50.51.52.53.55.56
ENST00000483281_90_90;0.1.2.3.4.5.9.15
ENSMUST00000015987_90_90;7.8.9.10.11.12.13.14.15.16.17.18.19.20.22.23.25.26.27.29.31.32.33.34.35.36.38.39.40.42.43.44.45.46.47.49.50.53.54.55.57
ENSMUST00000111380_90_90;36.38.39.40.42.43.44.45.46.47.49.50.53.54.55.57
ENSMUST00000111384_90_90;7.8.9.10.11.12.13.14.15.16.17.18.19.20.22.23.25.26.27.29.31.32.33.34.35.36.38.39.40.42.43.44.45.46.47.49.50.53.54.55.57
ENSMUST00000111386_90_90;7.8.9.10.11.12.13.14.15.16.17.18.19.20.22.23.25.26.27.29.31.32.33.34.35.36.38.39.40.42.43.44.45.46.47.49.50.53.54.55.57
ENSMUST00000044858_90_90;0.2.4.5.6.8.9.10.12.14.15.16.18.22.23.24.25.27.28.29.30.31.33.35.36.37.38.40.41.43.45.47.48.49.50.51.52.53.55.56
ENSMUST00000116612_90_90;23.24.25.27.28.29.30.31.33.35.36.37.38.40.41.43.45.47.48.49.52.53.55.56
ENSMUST00000173354_90_90;23.24.25.27.28.29.30.31.33.35.36.37.38.40.41.43.45.47.48.49.50.51.52.53.55.56
ENSMUST00000173554_90_90;23.24.25.27.28.29.30.31.33.35.36.37.38.40.41.42
ENSMUST00000174299_90_90;5.6.8.9.10.12.14.15.16.18.22.23.24.25.27.28.29.30.31.33.35.36.37.38.40.41.43.45.47.48.49.52.53.55.56
