id_transcript;blocks
transcript9_ENSMUNG00000007775;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|21|22|23|24|25|26|27|28|29|30|31|32|34|35|36|37|38|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|59|60|61|63|64|65|67|68|69
transcript31_ENSMUNG00000007775;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|21|22|23|24|25|26|27|28|29|30|31|32|34|35|36|37|38|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|59|60|61|63|64|65|67|68|69
transcript33_ENSMUNG00000007775;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|21|22|23|24|25|26|27|28|29|30|31|32|34|35|36|37|38|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|59|60|61|63|64|65|67|68|69
transcript25_ENSMUNG00000007775;0|1|2|3|4|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|34|35|36|37|38|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|59|60|61|63|64|65|67|68|69
transcript38_ENSMUNG00000002377;0|1|3|4|5|6|7|9|11|13|15|17|19|20|21|23|24|26|27|28|29|31|32|33|34|36|38|39|40|41|43|45|47|49|51|59|60|61|63|64|65|67|68|69
transcript36_ENSMUNG00000002377;0|1|3|4|5|6|7|9|11|13|15|17|19|20|21|22|23|27|29|30|31|34|41|45|53|56|59|60|61|63|64|65|67|68|69
transcript35_ENSMUNG00000002377;0|1|6|7|9|11|13|15|17|19|20|21|22|23|24|26|27|28|29|31|32|33|34|36|38|39|40|41|43|45|47|49|51|52|53|55|56|57|58|59|60|61|63|64|65|67|69
transcript27_ENSMUNG00000002377;0|1|6|7|9|11|13|15|17|19|20|21|22|23|24|26|27|28|29|31|32|33|34|36|38|39|40|41|43|45|47|49|51|52|53|55|56|57|58|59|60|61|63|64|65|67|68|69
transcript21_ENSMUNG00000007775;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|34|35|36|37|38|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|59|60|61|63|64|65|67|68|69
transcript23_ENSMUNG00000007775;0|1|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|34|35|36|37|38|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|59|60|61|63|64|65|67|68|69
transcript26_ENSMUNG00000007775;0|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|34|35|36|37|38|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|59|60|61|63|64|65|67|68|69
transcript30_ENSMUNG00000007775;0|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|52|53|54|55|56|59|60|61|63|64|65|67|68|69
transcript32_ENSMUNG00000007775;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|23|24|25|26|27|28|29|30|31|32|34|35|36|37|38|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|59|60|61|63|64|65|67|68|69
transcript13_ENSMUNG00000002377;0|1|3|4|5|6|7|9|11|13|15|17|19|20|21|22|23|24|26|27|28|29|31|32|33|34|36|38|39|40|41|43|45|47|49|51|52|53|55|56|57|58|59|60|61|63|64|65|67|68|69
transcript23_ENSMUNG00000002377;0|1|3|4|5|6|7|9|11|13|15|17|19|20|21|22|23|24|26|27|28|29|31|32|33|34|36|38|39|40|41|43|45|47|49|51|52|53|55|56|59|60|61|63|64|65|67|68|69
transcript37_ENSMUNG00000002377;0|1|3|4|5|6|7|9|11|13|15|17|19|20|21|22|23|24|26|27|28|29|31|32|33|34|36|38|39|40|41|43|45|47|49|51|59|60|61|63|64|65|67|68|69
transcript9_ENSMUNG00000002377;0|1|4|5|6|7|9|11|13|15|17|19|21|22|23|24|26|27|28|29|31|32|33|34|36|38|39|40|41|43|45|47|49|51|52|53|55|56|59|60|61|63|64|65|67|68|69
transcript23_ENSMUNG00000002391;0|1|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|59|60|61|63|64|65|67|68|69
transcript30_ENSMUNG00000002391;0|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|52|53|54|55|56|59|60|61|63|64|65|67|68|69
transcript10_ENSMUNG00000002391;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|59|61|62|63|65|66|67|68|69
transcript33_ENSMUNG00000002391;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|59|60|61|63|64|65|67|68|69
