id_transcript;block_sequence
ENSCAFT00000015434_90_90;1.3.4.5.8.9.11.12.13.14.15.16.18
ENST00000306107_90_90;1.2.4.5.8.9.11.12.13.14.15.16.18
ENST00000465413_90_90;10.11.13.14.15.16.18
ENST00000472644_90_90;1.2.4.5.8.9.11.12.13.15.16.18
ENST00000486979_90_90;5.8.9.11.12.13.14.15.16.18
ENSMUST00000023312_90_90;1.3.4.5.6.9.11.12.13.14.15.17.18
ENSMUST00000164728_90_90;1.3.4.5.6.9.11.12.13.14.15.16
ENSMUST00000167115_90_90;0.11.13.14.15.17.18
ENSMUST00000168071_90_90;1.3.4.5.6.7
ENSMUST00000170035_90_90;1.3.4.5.6.9.11.12.13.15.17.18
